V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,KAN
106.4574803,-19.67463598,-6.843141302,-2.186843642,-6.80246116,1.987332227,6.171163299,-15.89781265,-16.41590771,5.076680385,13.26143221,5.631958108,7.400733531,-13.81958574,-0.255455768,-11.02648196,-2.643282753,9.676543707,8.419637185,5.193777052,6.727300311,16.5194072,2.296292419,-0.623077281,3.29224938,-6.62567557,-8.574073054,-8.619214059,-15.84502159,-11.04996378,-15.14611051,2.678722169,4.975265628,-2.299451218,3.316930447,3.187222098,4.901582064,6.590264418,-5.675861174,0.877666231,-0.169809971,-0.909780571,3.552038649,7.465257382,-3.060172931,-2.08812236,3.973753309,1.48049633,9.735307485,-1.205139168,-0.575057636,0.15215265,-0.11754751,3.428967573,-7.16536863,2.420660374,1.625027417,-0.375180271,0.078501283,3.391073877,-0.929240621,-0.518510167,-4.623060796,-3.46445646,-4.612769725,4.741533704,3.835044089,-3.95168676,-2.732902553,-0.017249459,0.24578619,4.446052038,0.37292233,-1.486262298,-1.847070222,0.428182233,1.488342592,-2.117334297,-2.982392375,-0.568146313,-1.37687533,4.220135283,-1.247472294,-4.287743143,6.62362753,-0.202558117,2.84187076,1.012539364,0.890202948,6.12597363,3.211077978,1.751614791,1.556479831,-0.138248627,1.496028007,-2.445071994,0.234934957,6.421033174,4.334000453,-3.328719691,-3.954901892,-3.108665997,-0.732711798,0.867266789,0.622461587,0.901804379,5.123934329,3.916780391,1.014502834,3.212299046,-2.485258789,2.319679651,-0.291078199,-2.591832586,0.106263502,0.489765128,-2.370457487,-3.860764355,-2.855387787,0.319143916,0.582639929,3.509256115,-2.13732273,-0.690811105,1.0832749,0.206565546,0.323390775,0.68064044,0.151042431,-1.503460375,-0.809373331,-0.606438164,0.522945989,-1.429989009,1.685799267,0.136688648,-0.970412249,-0.403362161,-0.66304338,-0.522571482,0.242934081,-0.00383916,0.560739958,0.39191549,0.681881373,0.600958018,0.775481641,0.615328192,-0.047173812,-0.144117346,0.241106915,-0.233421538,0.366072407,-0.266333792,-0.514731742,1
111.9819312,-20.54095812,7.35204686,6.55216145,-18.69433026,11.15295055,-0.158736237,8.738438051,-1.115784347,-12.10500951,14.12021492,4.690867691,9.255014647,-7.798080698,9.018757295,0.225628431,-12.57614549,5.965524575,11.36622841,-5.569079872,2.951873845,2.856275344,6.487963974,-3.757449317,1.969274771,4.536309512,-2.640285697,-1.401712424,-1.664077225,-1.878548821,-4.760185589,1.37232026,-9.445835791,-0.31836612,3.583153897,-0.811243892,6.4592097,4.813199535,-1.003610627,-2.163192958,1.40371252,0.002938523,-4.013577739,2.811512913,-4.438252504,1.385605278,-1.250058259,2.285000605,4.0537341,0.773375028,-1.398340622,-1.228220549,-5.056814981,-1.390628512,-1.211529006,-3.326410081,-2.366309365,-0.776062586,-4.358451158,3.359990743,-0.55844898,-1.040554333,3.697890171,0.50176344,-4.016241288,-0.23984652,-3.533324412,2.356881634,-4.173450842,-1.740363896,-1.348584914,-8.019577224,-1.479333096,0.626627591,2.164663878,0.573759879,0.580291017,0.590511943,-0.363363273,0.61250034,-3.530162276,-0.683505045,-2.185146602,3.39318522,-4.973782544,-3.362574412,-0.451583136,1.160189189,2.480464782,-1.701850535,-0.425767313,-0.428188876,-1.264666851,0.712090952,-1.003584938,2.182943367,0.405972516,-0.914260386,-2.455757971,1.114939401,-0.309532483,2.342329574,1.49979268,1.445773268,1.389252041,0.882933133,-0.638897879,-3.667440894,-1.18811988,-2.748250546,0.841188286,-0.384420094,0.25683808,1.687884965,1.913895682,-0.275129976,0.487446924,0.836028241,1.587541587,0.364797971,1.939993365,-1.868420601,1.151712569,-0.251231097,-0.077486757,-0.850401939,0.611229809,1.145393938,-0.344229281,-0.608621996,0.221555715,0.101564267,1.790075409,1.553800746,1.204468965,-0.419244382,-0.307354896,0.520030009,0.369206758,-0.592448312,0.207712095,-0.545789,0.971426703,0.032997577,0.830248395,-1.583408016,0.738654256,-1.178803021,-0.059146085,-0.53600757,-0.134725156,-0.271612276,0.00927883,0.932456546,0.910195125,1
97.29802512,-20.02796122,-10.26061545,11.38859614,-13.22453491,-3.271095472,-1.323906082,-1.366256888,-22.94193616,-14.92026698,-22.36379145,-2.335138061,7.295052917,-16.51810705,-0.75307407,15.2205848,13.18223759,3.161799233,12.47904192,1.085614393,14.06128397,-11.98041607,-4.024188764,-14.01224866,-6.496921507,-7.802926503,3.878901423,-6.48552617,0.238518431,-3.694967635,9.811234165,-11.32829784,-8.395043615,-13.01687183,3.78779468,-9.167183753,-9.588960709,-5.486047162,-2.142056899,4.457029262,2.74358896,-7.984559183,1.882174992,-0.820569765,9.610110849,-0.10887008,11.99268673,0.076293092,-1.040284192,9.524808502,5.818968468,4.483188915,-0.014981677,6.348176281,0.15170393,0.36174533,-4.082290006,1.43563508,0.847199378,-0.852287042,-5.282333698,4.333565197,-2.954357014,3.378342553,-3.377362859,-1.19365078,-0.975732326,1.216127772,-1.393379989,2.995932555,-0.128831883,4.714055933,-0.951646875,3.631088282,-2.794222777,-0.779200209,0.564575838,-2.818800974,-0.295398652,-3.4613858,2.808529373,3.18457669,1.760047776,-1.138441804,-7.976149066,0.734054853,8.461889272,-3.924703092,-3.327782729,5.300640053,-3.173002379,-0.730849064,-4.354851158,3.567766114,3.83001728,0.472432699,7.449686233,-1.864725452,4.469461144,3.052451198,-1.489409761,-2.45800468,0.774312189,3.957228768,-2.186197831,-1.030547345,-1.476426022,-4.295200661,-0.186121565,0.290471461,0.424066365,-3.927376191,-2.981669981,-5.776344922,0.005686274,-1.336324518,-1.338866449,-6.891057182,3.590995113,-4.721817849,-2.209080436,-0.911776159,-2.120880975,0.261560178,-1.796662419,1.400584794,-0.552158662,-0.455748604,-0.545883596,2.23097151,-0.818315548,1.009502154,-1.744113534,0.238650784,2.758979385,-1.052072385,2.174922576,2.198876766,0.666064031,1.731411717,1.739939524,1.370475873,1.800919099,1.645228861,-0.721775932,-1.674898251,0.584193992,1.273850969,0.678785827,-0.072118223,0.132520065,-0.707517605,-0.699730336,0.153423863,-0.240960537,0
113.3444275,-20.9085037,7.950670464,9.312751242,-21.88669496,3.211548776,4.741694626,13.11868572,0.974963766,3.562888707,6.864457791,-2.830294666,3.666686541,2.24651484,4.894419528,-3.014718586,7.722635747,-3.633026126,3.538096676,-2.10278577,1.483642192,-0.013698794,-4.902110521,0.146773304,-0.261765997,3.839866942,4.800077253,-2.955356263,0.165645849,0.301677984,0.577883941,3.480812875,0.253692373,2.042994085,-5.629132129,-3.22360875,5.527378658,0.567073729,4.317359703,-0.577849437,7.365014319,-0.732128516,-3.310622336,-4.584114889,-3.293075096,2.043988158,5.994104138,2.798524545,-3.255153689,-2.139491431,-0.694491912,0.430233722,-2.505351868,1.573389861,-2.165850977,0.421981155,0.067983041,1.618699296,-6.753492427,1.757347866,0.727738882,4.005513904,-4.486421584,2.533890162,-4.482374936,0.215022621,1.889285459,-0.409204645,-2.537475493,4.861998731,1.503465138,0.539920268,2.307399076,-2.522997932,-0.41742448,1.058220089,-1.887777395,2.350356218,2.63705789,-1.472344033,-1.029464936,1.377269677,1.707034031,-1.760991241,4.76578435,2.190804362,-2.739411862,-0.175830567,1.731010673,-0.942663833,-1.89962412,-1.255043563,-0.460784186,1.558889185,1.031908223,-0.084566687,-3.107317957,-2.597979672,1.961114993,0.780519686,-2.573288068,-0.054246551,-1.698051146,-3.171225948,2.109467594,0.001453401,0.462072998,-1.273427059,0.881253899,-0.58670364,1.979899036,1.588792299,1.854078858,0.552089497,0.705930378,0.904463251,-0.854824822,0.70449802,2.964272689,0.627009363,2.724973389,-0.883596293,1.325216178,1.700612084,-0.165859103,-0.947385412,3.63100874,-1.809092409,-0.864269885,-3.043906921,-2.383566382,-3.831319054,4.165613515,2.680665473,-4.66182668,-2.475486077,6.496067399,1.688507477,-3.701722742,6.498181457,-4.082331701,-0.984826039,2.887442893,2.312009987,-3.846007931,-1.891768213,-0.644856836,-4.188071042,-1.167084009,-3.104778099,-0.273057603,-0.373450179,0.14502901,-1.339168606,1.45949184,1
104.2297348,-15.40851845,-8.486250993,-8.59664187,5.025740247,-7.571940721,11.92623206,18.84004116,-10.02724888,-15.39998652,5.328482458,-5.501762053,2.983734696,-2.472423942,29.09857749,-7.174217725,2.107672537,-5.319519549,19.35317267,2.552025501,-2.669372624,-5.006617636,9.266885086,-2.797867477,0.707480362,5.237350305,-0.417795533,4.863251965,8.266341251,-4.773869662,-2.362614988,-1.654646585,-6.482107757,-0.315545394,4.380415231,-1.261448666,5.47326922,4.420149741,2.042970862,4.823705475,1.630292536,-1.637192502,-0.731408571,1.831982297,1.429808429,6.2373854,-0.332799735,-3.179831371,5.447610984,0.719445546,1.037845835,6.297224154,-7.650506405,2.97505538,-1.581362455,-2.721316835,-6.0294057,3.435302589,-4.287309166,-4.174888286,-5.579233717,3.029326972,3.875287344,-7.050712666,10.19943642,9.607906201,1.0896346,10.63170371,0.118361435,-6.239487529,-2.778286855,-4.641895185,-0.687833855,-2.318894798,-4.373478601,-2.834862876,-3.295156896,1.244024214,0.892634726,2.812113349,-4.273753779,-1.157112652,-3.421138745,1.386865438,-1.485783332,9.658477793,3.893937604,3.95395731,-1.213088792,-2.125014546,3.952440305,-0.798375271,5.31166092,1.583192402,6.733093855,1.109986772,-2.300022021,-0.241175719,3.901986172,-1.415514547,-1.179160553,4.176494752,0.161374768,-0.91390124,2.873145125,-1.077979293,2.506213852,-6.138462789,2.445306285,0.915294709,0.756791617,-0.368025703,2.33886452,4.511393336,0.429058262,0.692596743,-3.272273454,0.39723039,2.955350785,3.732736707,0.320828885,2.342232865,0.617651667,1.171917173,-0.246365617,-0.426252467,0.189370996,0.464129835,-1.175720641,0.35670854,0.366559783,0.160410001,2.144854316,-1.850972902,-1.558296154,-0.926163891,-2.375188632,-0.919403134,1.060087976,0.571437383,-0.991840417,1.181267859,-0.602588062,3.153131409,0.885873055,2.039143143,-1.063176082,-0.85043047,1.970448092,-1.550236567,0.051249457,0.634357955,0.605971472,0.302153963,-0.418633686,0
105.5290843,-16.41160657,-1.369237101,-2.641143426,-9.070329404,5.848349437,4.290607096,16.54167846,7.293644034,-5.27822755,-12.94919824,-8.777963483,2.10625689,-0.352494892,12.27298278,-11.30111831,1.124748806,-3.394558288,-0.721076266,-16.29691667,-4.918808997,1.793304861,5.956385749,-1.546028023,-0.92003703,-7.677949655,2.778914193,-4.251643444,-2.565269765,11.64940545,-1.946778908,1.801966484,-4.176217996,-6.507393486,-6.742600993,-14.47055748,-1.747987288,8.127528482,-2.167282881,-1.671039113,9.500699756,-4.721516332,7.51081908,-4.194535647,-5.852596461,-9.595826526,5.869482491,7.781295529,-1.044840058,-4.447345185,11.44264188,-2.082517267,7.892347198,-6.853840995,-2.482534435,7.97765136,-0.422464674,-3.554627972,-2.688382407,1.507880831,1.771209901,4.165052044,-6.688978301,2.664828328,-2.585332635,-3.568119187,-5.821912119,-1.974881507,1.826145067,-2.545339731,-1.115313656,3.582813546,-2.201736458,3.277595415,-3.177428638,7.968864617,1.195272397,-1.471600251,-1.035198765,-4.241379987,-7.135523051,0.546714029,7.203506044,5.038189764,2.430930629,6.52435648,-2.356432767,-0.818414893,3.219989594,-4.946498424,3.668322026,-1.712603019,-0.460262223,-1.344712237,0.425663864,9.236968947,-4.078635499,-1.016850932,7.600654857,-0.039250061,-1.315040716,2.203106285,-0.314228527,-2.236502149,-1.352167513,-2.375509767,-2.439611754,-5.235290133,-1.760539578,1.01665208,3.733137161,1.71604743,-1.466345732,3.996387509,3.879109,-2.648876592,2.545905774,-2.980789245,-1.26308179,1.387199446,0.454155443,-1.338055638,2.655280267,1.7622496,2.563287984,2.944227021,2.442886255,-0.708277168,-6.462107876,0.677542108,1.266412451,2.545879118,2.82254534,6.575910998,2.430511566,6.106182091,-4.054344934,-2.193818098,-1.177070626,-8.529341347,-2.68158645,0.350314491,2.697163117,-0.944350782,0.561010805,-3.263266898,0.979126435,-0.285555834,0.762876955,-1.707608677,-0.820666665,-0.996557492,0.692871026,0.475700447,0.441780768,1
102.3570418,-14.88750888,-11.79757008,-10.74805797,1.439060139,-10.14854056,12.55952852,16.8088104,-6.861011357,-20.82405414,-7.563132826,-14.62754463,3.822885045,-3.806884027,23.60660762,-13.95038614,2.514420467,-0.815599161,-4.418504488,1.822938531,-8.04351638,-17.64813384,5.606025518,4.178880671,1.95199859,-2.046200435,5.0932796,6.329746569,4.540385747,0.384726763,3.967252086,-1.91420756,-0.757655763,2.584672489,3.276344101,-5.7289237,-0.313077386,-0.508295646,3.063321035,6.655280142,2.156967394,4.660311832,2.131635057,-0.642001998,5.311772701,4.830212017,2.017247316,-1.573911147,5.098474314,5.635917643,5.266464527,7.225460399,-4.583451014,1.979124847,-1.232528171,-2.887267826,-4.648327301,-0.739035761,-1.635157,-0.724293485,-4.743729343,2.019835984,0.452525221,-3.325214401,12.6117568,9.677862072,-0.915767054,5.999467192,3.271543885,-4.236924033,-5.217107933,0.941213554,-0.423093236,-6.116362676,-9.11565614,1.500643949,-4.508496402,-4.403755824,-3.530618826,3.405721711,-3.630803175,5.589586881,-3.503850222,5.789704417,-4.85731631,8.693334063,6.595258492,-1.111650386,-1.57547392,0.120340445,7.22518682,-0.476373909,6.161538881,3.116941418,4.605589212,1.789289618,-3.394963988,-0.572660693,2.542105309,-2.274478432,-1.293268665,4.439746432,-1.140888296,-0.751177402,3.021067511,-2.990327303,4.101956078,-1.371404396,3.480469759,1.970605207,1.016139145,-2.06237545,0.993655872,1.862783656,-0.853362385,-1.594540315,-4.717284609,-1.123451105,1.942237683,4.253956228,-3.091966081,3.261708617,1.896989154,3.527333084,0.807707163,-0.970753681,0.773424314,-1.703262103,-1.668832683,0.392795813,-0.260345197,1.987582937,0.554033294,1.177447794,-0.628033977,0.296044107,-6.000391786,-3.980152134,-1.67242107,-1.245334808,-4.756629768,-3.826511617,-0.439332598,0.786481569,1.125342932,0.710874412,0.059931888,-2.928462739,1.148953209,-1.183318396,-0.002803145,0.52855534,0.701819397,-0.014621596,0.006594532,0
90.2942693,-24.83510869,35.82030357,6.183202478,4.481513769,5.557147404,-2.583532682,-9.723637973,-5.063383285,-17.38584692,-28.08622742,-22.08089169,-1.923680587,-5.76345061,11.12511784,-9.392598149,2.225821738,-4.602330986,13.66873489,-9.369530207,-11.79995516,-8.831165977,7.871690477,11.92392355,10.80004345,-4.157535229,-8.314667026,-0.214137927,-4.035101131,7.388299746,-3.586464564,3.972895627,-0.416125983,-10.87847795,-6.770450948,-14.25740779,4.674035173,6.548598589,-0.701885637,0.89861401,8.531600782,-3.910108152,4.857476413,1.194191259,-3.96599413,-3.18506444,2.260130648,10.70204118,3.118450555,-2.051243542,11.11894523,3.733298245,-1.525073083,-10.80351816,-6.732121475,1.98475846,8.23318296,-8.727424976,-1.110472237,-1.860896346,4.670420516,-1.888274043,-5.385537817,3.267604404,-6.344562347,-0.331275987,1.947195575,2.541574035,-3.457068894,5.57922006,-0.308167896,2.16449398,5.006376434,-8.829031291,-2.805184668,-4.399180087,3.912460434,-0.553473005,5.418891847,-6.090981098,1.322614049,0.670724655,0.347956815,3.908571004,7.511426802,-1.700244677,0.111658069,-0.446597782,0.264261691,0.062984784,3.182914717,0.802233758,2.975931264,-2.460261703,0.103224283,-2.571159302,-4.434936365,-1.348811931,-1.069847095,3.791125037,-3.204178109,-4.397935169,0.628840523,-0.223442844,0.253349669,-1.827234371,1.430901743,8.482430142,-2.002934963,0.133939235,-0.705086027,-0.105852629,-2.911683979,-2.564943987,-3.253722396,-2.631083386,-0.210110085,-2.017235098,-1.405427314,-0.826548631,1.56142346,2.027402628,0.292598278,3.637838789,6.808070605,0.855510019,6.025626672,-2.917226892,-3.854591708,-2.915073796,-1.763149535,0.143611892,3.196905773,5.515361234,-3.962137804,3.100083583,2.233944613,-1.69868525,-6.704150744,0.630609012,-5.398407649,-1.353382452,1.831738591,0.131293961,-2.555047789,-1.145279288,-1.406075515,-1.203268868,0.915136226,-1.341958303,0.645362267,-0.908117247,-0.443365639,-0.465300609,0.227447287,0
104.7504444,-23.09999086,-15.10209242,8.359945431,-16.23967868,3.663674066,12.64203913,-6.553862048,-4.544076496,6.116156336,-5.135241329,-8.734725073,4.483820525,16.59096884,7.883934902,7.996761846,11.67405449,2.131542222,-11.12124862,-2.761412073,-1.210337864,-6.568103821,-10.1784641,-4.623315465,-4.951171799,-11.62173499,-15.88902129,-17.00173985,10.66317601,-6.042613487,-7.780704539,6.167004122,-10.25829125,-3.590305382,-6.88457797,-5.358103398,-2.450781938,5.0318164,0.715447789,7.774689079,0.194597114,6.787563573,3.701932214,-0.1269272,2.062006125,-0.762772746,-3.773138363,1.890322411,2.310381126,6.421964443,-4.726641243,-1.465544893,8.423757135,5.638585973,1.064811911,3.23721601,1.617576728,2.537236529,-4.099840476,-0.477043038,-3.371773559,-4.964356689,0.628817294,7.495779273,4.790378599,0.158822394,2.736840458,-9.18186594,5.792526624,-1.287476684,3.428842708,-0.721086668,0.083036958,-0.044678464,1.463416832,-7.018505785,-5.222334716,0.165883263,2.604407709,1.596439704,2.611297642,-1.625718546,-0.743049775,3.463891836,-0.491566003,0.116158486,2.241231027,3.540722473,0.817471386,0.654116483,-2.038882975,1.501239153,-0.213844396,0.414095913,-0.94031071,-2.660883256,-0.777133447,0.578331613,1.495791245,3.020426482,0.108288311,-1.43988472,-1.823182175,-0.945526568,-1.47507717,-0.398010102,0.146913495,0.39135167,1.947899214,-0.316236518,2.133073979,-0.80704464,0.127600953,-1.396135492,-0.08738266,-0.205953996,-0.884302387,-0.058715239,-0.072661746,-0.930465917,1.027853343,0.533739587,-0.08771585,-0.106331512,0.15051144,0.925003068,-0.321167792,0.730586116,0.104110218,-1.183806699,-0.20455763,0.780578784,-0.13706365,0.570754124,-1.672246199,-1.570375233,-0.01458194,1.058303995,1.489450581,-2.436338651,-0.062270283,1.159056201,-0.864450913,0.059950418,1.41570509,-0.152082622,-0.221745581,0.560115993,-0.214286473,0.557637975,0.345829243,0.809159107,-0.040902115,0.764247646,0.022688178,0
106.3279506,-21.7410585,-15.85642228,-2.487612112,-9.181384636,13.93528645,11.97905721,-7.136030214,2.44397753,5.639947093,-11.22013423,-9.141257415,13.27435118,10.18364767,-3.817087572,2.371378994,10.60102203,11.16143628,-6.942109408,-4.537811715,5.344588742,-6.473060632,6.02039876,0.509444733,4.956735466,-9.084690584,-3.891436759,-15.07455492,3.33347869,9.356170436,-6.032519326,3.035957389,-5.471856584,-8.617413267,-10.37775072,-12.17090914,-1.687273683,7.202374438,5.53533284,4.496268015,-1.360542279,8.185778495,-2.282526227,-0.945072201,0.483467324,-5.461931655,-4.476292642,2.756501137,6.395059616,4.559816064,3.28046469,-0.474349287,-5.435455872,-2.262670545,0.79012933,-2.360342852,4.201155116,-2.378294214,2.046314932,3.010879875,3.915953363,-1.651079277,1.389917079,-1.261494663,4.417509204,0.109575221,-1.284823763,-1.200571818,2.828487587,1.821810832,-2.404248361,7.179527041,1.507913012,-1.87509525,-4.436889019,2.790069066,-2.952212284,-1.108228877,-3.571712351,-2.602440996,3.718318864,6.817232015,0.940069667,-0.899193003,-1.188144774,0.072142854,2.62544415,-4.707818492,-0.592658199,3.194936159,3.242624834,-0.73606404,1.576725197,0.193443903,-4.779012727,4.378571619,-0.147943587,0.904651139,4.031150556,-1.275625998,3.420217889,4.740077961,-3.941683692,-2.79869917,-0.066944261,-1.235450426,-3.96294211,0.247277358,-1.898825598,0.524359097,2.257293044,0.790004357,2.532038015,-1.625704632,-1.320776501,2.319327539,-0.567857927,4.728576614,3.433288851,3.491636599,-4.214237296,-2.145906296,0.277949769,0.967876204,-2.927059487,-2.122436027,0.287825245,-1.585168696,1.985800552,-0.713793326,-1.967207075,1.335258211,-3.044479909,-0.010406356,2.230423305,0.702373654,-3.660133532,-0.318985516,-3.081680985,-1.817801738,-1.945162972,-5.142293921,0.166447878,-1.688792286,-3.486270538,-0.769002444,1.352729668,-2.526387929,-2.960288552,-1.30886586,-0.361808228,0.238015857,0.066582897,-0.772297379,0.609181008,0
