V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,CAP
107.5750943,-19.01198081,-4.825729537,-4.508543114,3.792483053,-5.238996157,3.847950265,-15.96265721,-17.57992426,-1.329639686,-2.703375634,-6.287387406,12.48169856,17.4535714,-9.268092978,-6.177092181,-3.070532658,-3.641001372,-8.397774927,-3.067850728,-12.04081436,-2.866602601,0.249887571,13.47568628,1.61051547,9.913112905,-1.404231764,8.876039532,-0.35147291,12.74186904,-19.28745694,8.525828482,-4.258227551,5.095203373,-7.516487776,1.641451971,7.275316396,2.433578282,-0.19927902,-0.098154397,-6.478309899,2.178774523,0.806369093,1.412760908,-3.837860374,2.06151721,8.210339027,4.998871189,-3.593501005,-4.27566393,4.268697248,4.418214531,-2.766754426,-0.092626542,-1.489617567,2.281223004,2.373836932,1.900263335,3.003578319,-2.705266357,-0.270712132,2.833575904,-3.291522204,-3.297985367,-4.637819155,-2.654264614,-0.041633944,3.641318832,2.61214093,0.553450392,-3.336688337,-5.951914219,0.890475311,-3.478827268,-3.501049234,-1.762072335,0.086366467,0.93352438,-2.577167548,0.489005801,-7.711572222,-0.898117819,-1.27823478,-3.308149656,3.697022754,-1.595141029,4.231655091,0.752399504,3.318597503,4.068611389,0.284463771,-0.498195402,-0.237248202,0.121625457,6.712157835,0.988156668,-1.923154422,0.23703658,-1.564187428,-2.914436755,-0.13089613,-1.261127467,0.222494673,1.043266845,3.47259493,1.137225701,-4.752945094,2.154303838,1.895733493,-1.869272643,9.717104761,4.16728695,-1.233091171,-2.341305605,-0.822471858,5.310716925,1.61827259,2.482742937,-0.734943782,-0.984072244,-0.76794657,-4.212284786,-0.102715603,0.22791503,-1.488312199,0.4984389,0.087989949,-0.477118665,0.71772488,-0.340660145,1.470039965,1.443788374,1.134240958,0.622034914,-1.130876398,-1.626688892,0.803112364,0.442570246,1.508879296,-0.2386048,-0.613828079,0.236725696,1.165586282,0.449470509,0.002447231,-0.252754732,-0.582787738,0.678059723,1.203519967,-0.335644847,0.192820645,0.266433333,0.167585513,-0.016029776,-0.025241949,1
112.7471635,-19.45248912,9.924324627,-0.861334532,17.38853569,-12.21464372,8.704589184,-1.358285526,6.514750972,9.666181836,-17.41641567,-0.027292779,8.827338741,10.97213287,1.62482383,-11.01035113,10.68358983,-3.602919282,-7.676727001,1.949937372,-4.347255376,-7.419982432,-7.563630467,1.526930754,-1.677074877,-4.909189426,-6.813456547,2.922646914,1.115369022,-0.196261395,-5.308424254,-4.499863746,0.19059868,4.705862091,-3.412312644,-1.702193644,4.970682652,1.599020732,-0.303970433,-0.672880191,-5.087752568,-1.194622549,3.758976177,-3.632171865,-6.89810144,-1.731446282,1.73821737,2.381982902,-4.373815082,1.358001719,2.108582189,1.203379266,-3.037811573,0.472479649,1.194857943,1.693718862,-0.55776604,-4.319858055,-4.39270511,1.066259402,-1.66609901,5.211245114,-2.512003535,-0.892799667,3.92272846,2.108578853,0.707788008,3.017150796,-0.475406329,-2.588832651,-3.100306939,6.80147276,-1.311820905,0.305642315,4.75051216,1.576311683,3.260611301,2.999416426,1.566453245,1.015631252,2.026588135,4.520499188,-1.644488512,-0.05154656,-0.849021302,-0.094174527,-3.434047079,-2.501349995,-2.534275281,-0.116969392,-0.774791304,0.936855769,0.194899062,0.309922909,-1.562451527,-0.64441041,-0.087263861,-1.148264596,0.085570719,1.171658395,0.980296953,1.188258438,1.337137827,-0.636654339,-0.033056798,-0.984797433,1.498763522,0.196355799,-0.974541011,2.483662201,-4.251533623,0.494505618,0.47157337,1.673006662,0.117143268,0.201898852,-0.989507439,-1.53398352,-0.077810634,0.296736226,0.963580295,2.664445331,0.828037719,-0.757037704,2.449697744,-0.402473301,-0.170767554,0.928565317,-0.08373987,-0.309255843,0.862030162,0.015617562,-0.244634493,-0.107938338,-0.11282748,-0.16838756,-1.689878624,0.660355278,-0.818424555,0.727892277,1.650142778,0.506741014,0.152190635,-0.627653823,-0.632681584,-0.689313289,-0.527729027,1.177666547,0.304484612,1.209088064,0.956179076,0.591943399,0.239257476,0.078506893,-0.399865137,1
98.2537761,-19.10114365,-6.580272964,-5.122301151,17.31719166,2.401367479,1.991389141,-3.91742114,-4.439546952,30.29872331,21.32505037,-0.584688052,6.913777237,10.39585916,-3.654693666,7.538769106,8.746015149,-18.85572854,10.05305309,2.723932791,-12.52219672,10.59811924,-12.49727785,-14.81002344,7.593006519,1.622029123,5.798751261,-5.166279037,1.270604986,2.254715367,-0.760926152,-9.38216905,2.358940668,-5.4917079,17.15846848,10.74031035,4.435113038,-10.54965034,-0.99301737,8.119500939,-2.839093147,-4.301556136,4.179889062,4.054030573,2.84970472,1.202348594,6.677667671,-8.768967358,0.72978946,-0.138575143,-1.533264255,-3.93519789,12.35689622,6.601179106,-4.38872103,1.577025631,4.035234139,-0.466244476,2.378809107,-2.052843268,-2.939730175,-0.189787052,-1.014075472,-5.778911244,0.826106789,3.515163933,1.047175611,6.389285709,-2.45907558,-3.074403414,2.757884513,-2.940323317,1.84240142,-3.572725868,-3.371531727,-5.563631575,-4.131684829,1.520267927,-1.77462201,3.691471314,0.452809939,1.512345011,-2.205817968,0.421301392,-2.417685925,2.06062397,-2.393999681,8.281440742,2.93063475,0.407436496,-2.960047898,-7.557489322,0.145983387,-2.33273531,2.472549844,0.573319616,1.67723846,-2.570426616,-7.089479024,2.143301534,8.107020196,-2.876640699,-1.285460432,4.139117001,-0.556978973,0.893737412,-3.721984779,0.779858923,-0.362222043,-2.78608701,-3.46401339,-3.090743193,-3.651340503,2.446825006,3.47462023,-0.415964239,-0.520124933,0.533447682,-0.173803299,1.568970028,-4.904552677,-0.878160523,-2.731896297,-2.78770423,-0.11409657,1.620841285,-2.599341366,-2.666369575,4.013023863,-2.572545295,-1.55116837,-0.201048879,-0.013946158,-1.55940918,2.499837389,-0.129938742,-2.2538641,-2.993360055,1.450866481,-2.506317076,0.802201334,-0.038535692,-4.100203772,1.540063012,4.358492764,-2.952986088,-3.046811544,-0.095977387,-0.982903583,0.01091765,-1.663523837,0.083272366,2.958895864,-0.680896853,0.20590553,0
114.4167404,-19.93151076,9.552474302,0.896816144,22.39859109,-4.847918195,4.10290813,-5.168918424,14.43963948,-4.361895145,-4.896204332,-3.01150532,4.355166052,-2.108535568,0.45586076,-4.866145004,-4.051029664,-4.62073943,7.691919165,0.53924446,-2.056679185,-2.466708132,-2.738269226,-2.540576697,-1.322234883,3.165724635,-2.60645039,-5.864154079,0.630492754,2.159320306,0.198240337,-0.190948038,2.744205445,-0.544660297,-3.814161208,-1.740274137,-7.086079089,4.162573139,0.009291164,-2.29493589,-1.206828995,-1.271321708,2.416356262,-3.771319206,-0.883202785,-7.253897485,0.805318422,-5.663487843,-2.029800745,3.88629983,4.943665558,-1.783827594,2.490807411,-1.014628015,-1.00427581,1.94588773,-1.049267144,-0.846557828,2.84146875,-2.723778596,-5.985643389,0.016319362,-2.261457824,1.020806077,4.822723465,-2.638726697,-2.318852588,2.017998402,-2.642215122,-0.020346622,-3.970757557,-1.266295065,-0.869493277,-2.562560705,-2.536992478,3.697888067,-2.964808278,-1.542722249,-2.949042963,-2.994932582,-2.575048157,-2.047239502,4.117008453,-3.037318288,-1.012348607,0.225753283,3.026180292,-1.052669868,-2.814799041,-0.598375418,0.299769649,2.672027921,0.383887391,-1.757831633,-0.148797529,0.218182445,-0.616551702,0.242857129,-0.588051799,2.266652914,-0.046453302,0.246478997,-0.849047902,0.762349143,1.007630009,-0.916894756,0.296201785,1.410670795,-1.845110721,-0.445366783,0.550557877,0.502671016,-0.03766384,1.09228333,2.801604364,1.471942397,-1.266776147,1.16862899,-0.379246346,1.094341675,-1.594520375,2.647235999,0.676700029,1.704737757,1.866034898,2.476098192,1.537307305,2.088762284,-1.855624587,-0.165499063,-0.772071134,0.63791391,-3.440766403,-3.345103954,-0.974616994,-4.285827078,-2.392082669,-0.256185463,0.153532739,0.060348859,2.575879489,2.748836216,0.397348983,-6.250313826,-3.496481695,-0.170497755,-1.854512852,-1.073051119,-11.64009338,-3.501025877,1.839993196,-0.116063522,0.599968113,-2.064504616,0.794475712,1
105.6672318,-14.34208347,-3.591487964,-10.9839726,-7.748173366,6.439034698,-5.415863325,-12.60786654,16.6940004,19.24521886,-9.186683254,-5.589207443,2.08938956,5.767438849,4.860201496,-29.23916319,-2.514859766,-17.57288319,6.68260577,8.480654498,1.649637832,-0.631058738,-3.884666287,-1.629449542,-3.06114561,-10.0945144,-5.467630488,0.960337642,5.180059158,-5.436833002,-0.859049531,-2.432861933,-2.68871821,2.301634268,-0.816997917,-2.039914395,3.183698347,1.734904059,-5.048619318,-3.363073337,-6.514442305,-2.044310365,5.318032872,6.24761539,-0.094303458,-4.214107023,0.650846234,-1.852784521,-1.92040515,-0.213646491,0.561907997,1.454165334,5.742008263,0.384419954,1.59403543,2.690816305,0.705454595,-1.766702009,-5.792237286,2.581240347,-5.290068368,6.205511211,0.798065223,5.118626529,-7.853743152,9.297124942,-2.041361175,-2.77212734,17.09178541,1.783603166,0.965279323,6.447781161,2.308960369,-1.437846816,1.945889033,3.367783576,-0.210250091,1.562751856,-2.687510744,-0.927692235,-3.598993245,1.356875332,-0.171371319,7.856723396,-5.933537782,-1.050171449,5.492014826,1.445102897,-1.154590586,3.866721715,5.005462878,-0.102758596,-0.282574599,4.604674567,-6.937701599,5.512559858,1.896582499,-1.892504623,-0.452966849,-1.919447337,-2.478767865,-3.350295623,-0.511245908,-2.637207424,-0.207111526,-2.970795481,0.643922234,3.036203142,-3.139705585,4.121055293,-2.054511846,0.930603924,-0.743467532,2.212660331,-0.755169223,5.048281808,-3.185962648,1.665251508,-1.93021596,-4.364066157,-0.018667741,4.384101882,-2.787107634,-3.365017119,0.283825158,2.208505395,1.739107888,1.996621148,0.27378784,1.38247663,1.509003073,0.76576337,-0.753077811,-1.294771483,-1.049791888,-0.736937406,1.450866962,0.649317635,-0.466551958,1.09244807,-1.362066813,-2.384263157,-0.138646361,0.736843504,0.438449967,-0.071740862,0.70685198,0.535111401,-0.779449376,-0.392118865,0.878057039,-1.940323798,0.853734962,-0.683229291,-0.624434963,1
106.1174434,-15.42562513,2.706754368,-8.300990956,6.520071756,-5.629826639,-0.155192526,1.159035521,18.78421334,5.515892863,6.539031398,3.525815078,-2.166451719,-13.83175128,-0.985315247,-18.24532553,2.271975377,1.717942676,6.381320705,-12.68242411,2.237450974,-14.26340773,-5.383191642,-2.02168152,0.756882892,-4.488002425,6.410241817,0.712823463,-5.771662854,5.096765304,-2.770076152,-10.30729205,4.512756693,3.874480681,0.194271983,7.812005877,-9.367291123,-7.665615621,-5.559175605,7.550991782,-7.117747997,8.731425288,6.117793989,-3.020747269,-5.429692434,-1.514068995,3.432592364,0.225057616,0.615878504,-1.624923416,4.427031362,5.851656837,5.018335795,-6.60222256,-2.269370699,-2.101630757,-3.48653404,0.856357173,8.427758142,-9.498813692,1.373929874,0.302475065,4.803337945,-3.387162299,7.508779001,-1.328550426,1.213205798,5.510780015,-6.549993444,-3.390281009,2.883884123,-4.915697505,-1.223804878,5.157892933,-4.741497534,1.530550635,-0.94162586,-6.144332806,3.44767269,-5.027040701,-4.549059553,6.4327316,-0.020209451,-7.007945072,-15.87989855,1.518938666,4.647384263,-1.019057851,-5.631450263,-0.569742999,1.812996779,3.74361382,2.543757482,7.378859201,-1.874782892,0.597422877,2.768518165,4.932261867,1.579795787,-2.924764641,1.476469459,2.627912127,0.611878438,-3.449597782,0.497753639,1.398010176,2.894763556,1.019485189,3.498962135,-1.633642106,-1.695687741,-0.690160938,-2.929230989,3.226919307,2.598260151,2.372705732,3.111604539,-0.86028026,-4.220033042,-3.050827701,-0.151994856,1.024586172,-2.004786869,-2.447085174,1.120301237,-1.835017513,0.111445854,3.203764828,6.424813375,-2.893099314,3.408494454,-0.822613507,2.304030386,3.911486347,1.111988497,-0.381459441,-5.43789833,1.574298507,0.986240939,1.586752318,-2.678649111,0.682622266,0.591038698,-3.92868032,-3.084836058,2.025479373,1.477071352,3.439848172,1.424603544,1.463982269,0.233088096,0.110546635,0.472778335,0.554498086,-0.683847951,1
103.4037234,-13.68035424,-4.889642339,-16.49139701,-4.886434715,8.653347797,-6.817344446,-10.58617106,16.39695877,25.56464037,-0.47257229,-5.645193666,0.347766024,-10.12307141,-2.223752468,-27.4374761,-4.770897086,-4.707018153,1.383490084,-7.12521337,7.750901502,7.364667041,7.338989297,-11.72944493,1.308596375,-10.3146509,0.673882657,-5.404930411,1.433705009,-4.8281309,1.652955189,-3.762001062,2.549927593,-3.617155527,1.63488978,-1.713429847,-1.788573951,-2.885418707,-0.235146535,-3.704507736,-1.19468151,3.419226137,2.944991747,6.257139043,3.580400724,-0.365820242,3.810128832,-2.180036519,2.516181641,1.802131809,-0.77575436,1.100532115,7.833258181,5.542686656,-2.364230955,4.333790377,-0.106956601,-3.477790894,-4.565555717,1.717008304,-1.667488323,7.258231746,3.764146118,1.46383066,-7.104235234,8.850221133,-3.749030414,-5.480880091,12.62090647,6.263332945,5.88476485,-2.271677503,-0.571582523,0.457970088,0.019459941,1.465070849,2.45163383,1.746607633,0.117687991,3.075249524,-8.526826023,7.793354661,0.670737301,5.958902762,-9.50397256,-9.029079947,4.596636617,4.973173505,0.091758438,1.602685838,7.052553114,-3.067147271,-0.440945351,5.76995075,-4.080203468,4.725087562,3.15609796,-1.289998976,-2.363402901,-1.712767569,-6.906613946,-2.255803795,0.271379914,-1.700693252,-1.352748453,-5.038698217,-1.110781092,1.948639243,-3.931697195,0.687261122,0.164776413,-0.407969011,0.155677231,1.754629175,0.848768151,5.846070775,-0.652252036,4.136738931,-3.560765373,-5.393411532,3.485413382,0.961166874,-2.741258479,-3.267151775,1.389580142,0.688534182,-0.220047472,0.804434174,0.906188216,-0.820844735,3.126904595,1.077761046,0.012867688,-3.578405235,-1.772582344,-0.833956084,1.552266714,0.889700605,-1.746888615,-0.496083536,-2.162642651,-2.107724347,0.06130428,1.610361483,0.882105922,1.227562677,-0.39165704,0.675162814,-0.415874575,0.380544522,1.338971356,-1.454854106,0.501704288,-0.482845712,-0.17923074,1
91.41605802,-23.59758027,34.85528308,12.60899162,-0.398068174,-3.808181831,-4.701644099,9.387158944,-8.329191957,25.93093622,22.83194122,-9.772910643,-4.974349646,-13.83306269,-0.913718337,-18.39459914,2.172942374,-8.399737501,7.491186962,-6.014125179,7.793799574,-19.17627782,12.63044034,-4.407156811,2.093432826,-10.87719932,-3.229361494,6.251997606,-7.020535552,3.430295684,-2.111870079,-0.052241854,5.863295707,8.669380575,-3.460410108,14.54067614,-8.884621044,-5.480223898,-1.355956066,6.536593711,-8.440251904,5.084590206,4.793926587,-3.707483146,-8.282740969,-2.596703784,1.476246674,4.839777441,4.777094616,-1.173223623,5.169591206,6.975839116,6.286888612,-1.596727129,-2.317250076,13.96444742,-2.418882127,1.450686735,-0.997266865,-10.45398319,1.566260871,3.120937594,1.891317158,-2.307976995,1.306092666,-4.631403907,3.021320332,1.208282314,-6.629744488,1.798772042,-1.518787665,-6.39148186,-2.813483228,-7.359624799,1.031491534,4.137042062,4.27416166,2.075303201,-5.782768785,-3.191304116,0.163095148,-5.243955694,4.41903464,-4.094051852,-2.505937624,-0.884681266,-0.395976359,-2.851289352,6.069587561,0.649575304,1.69613929,1.163230979,1.256049341,0.331938903,0.681203661,0.982101464,-1.988610651,0.9830831,2.633763937,6.185598838,-4.643832868,2.510228947,1.795527448,3.564379145,-3.050435452,-2.816702651,-0.770792651,0.391742954,2.282714588,-6.514687953,5.514572084,-1.419830877,-1.009072449,-2.659615839,2.30011675,2.280634812,4.166230437,3.923089799,1.423804386,-0.215825736,1.847715641,-4.71929278,1.715959738,-1.043127252,-0.594130715,3.789603361,-0.194140625,3.405675881,1.512598974,-3.339201698,3.645473514,0.931705194,1.350887036,1.704688959,1.670286142,-3.806879892,-2.918168108,0.705858972,2.037852201,-0.831251306,-1.958881208,2.123987249,2.323062457,-6.632818705,-4.155128494,2.3139806,-0.491932753,-0.511057088,-7.605996029,-4.17979156,-1.007867998,-0.99730152,-0.158304212,-3.700853954,0.767578579,0
105.7765356,-22.43880381,-11.73964313,-7.993069291,18.16675956,-7.826880041,-4.934847613,-10.24508861,-2.956130067,-4.772175684,9.023663674,-4.489095423,1.54310289,-17.34079123,7.36289095,0.965168783,-2.475315819,-7.854163622,4.084908501,-5.125693354,4.382460589,9.326069402,-10.60508658,-19.16376029,3.414080199,16.00901871,-3.348918561,15.26714494,15.17004164,9.293647945,0.466190176,-6.944794148,-2.997324551,12.58422222,-5.734649281,2.347806844,-4.695323093,-4.312114797,-5.62435552,-2.310575862,2.605749397,4.881696112,-2.338057644,2.849775817,2.582155604,2.51040254,1.217735404,6.648179049,-4.49213356,1.792621182,-5.313644041,-5.152477244,0.86389981,1.914954368,-3.299639762,-7.450954733,0.809894834,4.319727224,4.427885921,0.104213222,-5.158200623,-0.61513518,-2.131872164,-5.23044149,0.750211885,0.434402718,-3.271914994,-10.2287045,-4.014320162,3.519886335,-0.527123251,-2.719044807,3.366147017,2.033037667,5.657592257,-2.67709213,-2.421836912,2.711478814,0.485658273,4.103150584,4.76766739,-2.321687062,0.915785549,3.582096203,0.856572187,0.135052849,0.407548723,0.841673996,1.975035661,4.188844559,0.034874837,-0.395365006,0.616156312,-1.285454912,-1.165701064,-0.29152623,-0.51849427,2.476281762,0.067220423,1.119841623,-0.519388144,-1.3846321,-1.558099186,2.014932991,-1.219663801,0.065557844,-0.900309973,-1.862559245,-0.850833928,-2.667356843,1.229782787,-0.10127379,0.101665474,1.424471755,1.186027688,0.549117312,-1.435207554,1.235921213,-0.232599397,-0.311823229,-1.24862452,-0.469259648,0.549846197,-0.703671592,-0.73283364,-0.516916135,0.989884649,-0.160602348,1.008122676,-0.307820506,-0.506663416,0.514849773,0.28401941,1.11700774,0.479882369,0.330620393,-0.260196529,1.327686409,-0.359776386,-0.036299958,0.983404652,0.74119337,-1.821293971,-0.97535555,-0.042006069,1.810366313,0.553762311,0.420628626,1.026792135,-0.190584872,0.247178765,-0.198737609,-0.313327222,-0.861556138,-0.291232724,0
107.1957778,-20.90655591,-10.48278272,-13.88421432,6.850046078,-16.91349595,-5.01297044,-4.548289662,-2.771422308,-4.099740037,12.44626368,0.569554739,11.03755013,-18.62122507,2.854580813,6.116477853,-2.724751493,-7.458000944,-3.225352805,-13.53157519,-5.895220997,1.197738966,-2.743836942,-10.98663269,3.749178322,-4.584957744,-1.63039982,6.68074621,2.106076007,11.64020198,1.79327343,-14.72672135,-1.417530129,5.719982202,-9.753598704,12.73178808,-6.70780142,-6.367204873,-5.531735355,-4.700551701,2.146138014,6.110809664,-3.267366567,-5.412283263,-2.822875689,4.4673744,-2.84352786,5.193183253,-2.510817521,0.897806383,2.064158639,3.986458142,2.160292902,7.467013384,-1.662352171,5.790825792,-0.327400673,-0.931955953,-3.673573885,-0.004378819,3.354361006,-1.344686679,0.204479018,0.933309135,-0.813250931,-0.504932896,0.046086474,-2.981081723,1.107631051,4.130004246,5.385530052,-7.85172823,-4.543349796,-0.154312604,0.026973661,-1.190630616,-1.67844807,-4.22242534,2.838765894,1.21372245,-4.338407647,2.5055227,1.276103657,-2.228519581,-4.339283517,-6.99239594,-1.45357597,5.029396068,-1.66965697,-0.818437578,-5.104848545,-2.190221821,-0.18743776,3.469021729,5.574822791,-1.830232607,1.850972084,1.884580218,1.193544522,-3.116472729,-1.330902045,-3.421978781,0.383179694,-1.812109962,0.779572864,1.302816268,1.225831124,-2.514652591,-1.995063436,-2.0466594,-1.934504058,-1.481933232,5.011710768,-1.250096507,3.263394647,-2.557215927,0.279259048,0.626350022,-2.411375743,-5.100176247,2.224481624,3.055503286,-3.953959673,2.269647145,0.507047615,-3.31494937,-0.760665478,-3.144630409,-3.388053336,-1.002159607,-1.539552493,1.703835221,-0.312890852,-2.957809745,-1.694343964,-1.568809573,1.635439661,0.277229093,-1.468334198,-3.230560836,0.162414101,1.697783272,0.755557655,-0.522493838,0.99029965,-0.968660293,0.25772618,-0.331945754,-1.365600984,-0.152190347,1.12999797,-0.621957641,-1.020777725,3.054247011,1.232750055,1
