V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,AMK
107.3197905,18.92816495,0.941887045,6.230443282,-1.019841557,5.132756869,10.64608672,-15.88727434,-9.271627096,0.296201757,-4.326552017,-12.73569032,-7.290711525,5.46343549,-12.28764806,11.37992708,-2.993999037,20.69868155,12.41417803,-8.979719185,5.255221428,-3.340808507,-8.062836537,10.41319556,6.309229507,7.399849887,-10.57261428,-6.281308927,-10.25190908,0.433436789,7.445096131,14.21269945,-2.373916484,3.286370291,0.650885241,-9.291264354,8.784328706,-3.983311676,0.343229612,1.488502546,0.231157667,-1.618803434,-0.032506601,1.02252669,-0.432361183,-2.871671946,0.334134059,0.739153754,-3.224093963,9.53271566,-1.855035444,2.097551187,3.718371552,-4.838660441,4.734051248,5.750850228,-2.283318194,4.496129304,-0.113560976,-0.82028524,3.236177451,-3.474580535,0.738563677,3.37057549,2.232551799,3.117658542,2.539929279,-1.625467146,-2.041897158,-2.993770256,0.128956189,3.908338569,-1.852139907,-1.636685891,-3.146887294,0.083710316,5.648984118,0.298379835,-4.248209737,-3.56913395,-1.935324154,-2.552365554,-0.193176498,-1.284038439,-2.522569755,-7.152392428,-0.836504297,2.750498079,-3.647881216,-3.040158973,-0.581533933,5.755272653,-0.373314887,-0.09518873,-2.119981427,4.102237613,5.771211829,-0.303291096,-2.429494608,-0.828175248,0.545817056,2.598222719,-1.51323678,2.454786712,1.40559067,2.153801744,2.411244688,3.681604903,-1.244361466,0.446284124,7.698228157,-1.21495772,-6.851393441,0.713937564,1.432329784,-1.108841216,1.750880349,-4.186197518,2.838741906,3.375988807,0.95934532,-2.370813764,0.555026237,1.123732828,-0.958289683,-0.799856953,-0.339146945,-0.071069686,0.567402156,0.031555123,-0.644832425,-1.060579838,0.69986092,1.055635424,-0.186541013,1.089029338,1.959537317,0.96346339,-0.829347728,-0.335594869,0.675212829,0.904439426,-0.88716236,-0.52454202,0.16684987,-1.562617692,-1.285524341,0.544876761,-0.380098012,0.423976341,0.051265923,-0.246586721,-0.064749534,-0.346584402,0.136328808,1
107.0199259,21.98199323,-13.96257065,1.834169396,8.156089929,-9.179580861,-12.8033588,-16.90493905,-7.499394985,4.098424872,1.005539934,-1.272843336,-11.11698056,8.593641328,4.675768945,-4.775438095,-8.935283564,2.432145116,7.355353843,1.871854233,-5.376643329,1.889635864,-0.794816163,-7.77227155,-10.2586619,-4.153443752,-1.393030522,2.718810913,-12.78098796,-16.99486269,-8.9606796,-3.13602964,-7.991662782,7.885232772,-2.550846994,1.720605791,-0.131870276,3.581558795,0.059223215,-2.6540593,-0.689263444,-1.138857879,-3.586329943,-7.85142039,3.960615514,-1.885001154,-5.702234584,0.133737678,9.180533958,1.458932791,2.923407405,-0.937911449,-0.948248465,3.838099008,-3.841802875,-1.496857828,-1.627146994,-3.444987889,-11.7379093,8.381714914,2.455672511,-0.370305899,-6.50260389,-3.876437183,4.511077845,0.78290456,-3.132102821,1.689240568,-0.197425627,1.960074556,1.453563658,-1.558979817,6.462481655,7.286773612,-1.348054914,-3.19555012,-0.764282244,2.682191781,-1.177390242,6.021476831,-5.117882239,-8.122968175,-4.575760991,2.764171616,-2.137959706,-0.293183249,5.41299773,2.596554579,0.988053551,-2.879489762,0.145725934,1.712459192,-3.311146453,-1.203069132,-2.087472207,1.721058267,0.730015104,0.031379351,4.799172929,-2.76060966,5.429520593,0.109394183,-4.726522902,3.032568997,-0.663239015,-1.213436961,2.799668045,2.69358386,-3.431108573,1.31073151,1.600609759,1.424745588,0.009896011,-1.893224146,3.868653303,-1.656558768,1.299113963,-2.424930173,-2.438243158,-0.77655211,1.087824091,2.978703952,-3.976177543,-0.908478854,1.492358851,0.654566896,-1.91907,0.645526196,4.95440543,-3.334022222,-0.993691772,-1.949218252,-0.273913993,-1.431071987,-1.665136753,-1.340631316,3.61294615,-1.02732835,-0.147776546,-0.656802093,-1.040761272,1.60758141,-0.591453885,1.325175213,1.581728588,-0.462173194,0.430700787,0.697152107,-0.543198556,0.138174191,0.427322317,-0.313730193,-0.818840931,0.597556607,1.181630268,1
98.20492309,19.78599348,5.636018722,8.9619715,3.281393676,-3.177942109,-13.65451861,-19.27304381,9.901364486,28.92835185,-5.571327451,-9.27640656,0.032380812,11.25986312,-3.01922772,-16.97633993,-2.655008082,3.389473674,-6.461208962,1.950827329,-10.28366598,-19.92357486,12.68321635,-0.518347774,8.67144514,-6.569378184,-7.532502735,-7.837093563,-0.479079777,-6.729438502,11.25234035,-6.244107229,11.75716664,6.273069164,4.637542988,4.922770807,5.029698512,8.085156105,-2.960691491,3.601247749,-9.368155339,-2.39216796,-2.147451357,-0.106580515,-9.125456574,0.877545905,0.218242102,-2.523590921,-0.844330602,-2.141784732,6.565523625,4.349006385,6.209498403,10.94519978,-1.181638823,-0.114152827,13.87716524,-4.140858685,0.264699118,-3.525113427,-3.623039565,-1.140576822,3.357482081,-6.759030734,-2.552416985,2.020743363,-1.733443676,-0.633158106,-3.504207993,9.974713348,2.679864007,6.074374152,-2.015994179,3.609561429,-0.232268897,1.82899633,2.017800874,-3.992227321,1.300552009,-6.636969297,-3.133510228,-0.82802598,2.780277047,-4.794231992,2.540910348,-3.444089914,-2.153597435,3.352696167,-0.388136369,3.853727417,-0.848663708,2.555651515,4.367378901,2.633010683,1.107586719,-5.058836742,-0.289969699,2.994790054,-6.889303601,1.39640145,-1.689208694,0.548026716,4.779379267,3.800404275,-8.293300359,0.451080249,-2.293504865,-1.114434354,3.283540496,-2.955111241,4.300101403,3.204768372,-5.244434634,-5.996752272,6.570439717,-1.968980479,-0.683983938,-1.387961086,2.243211197,0.721965724,-0.276480476,4.571769479,4.747897225,-0.588374232,1.241811116,0.0284638,6.043825913,3.366553217,0.922356475,-4.462700883,3.035586906,-2.407883457,1.7932576,0.509668722,2.03364202,-0.960976008,-0.935611545,-1.35732134,1.242902095,1.042533246,-0.272134103,-2.428964132,1.712742845,0.906365816,0.85031261,0.497866749,1.448044384,2.208209638,0.070921665,-0.752233963,-1.119869944,-0.169846957,-0.764598496,0.412902538,0.369641122,0
87.37775233,25.80159872,8.033396089,21.43663702,18.11996984,-0.939972484,-12.34596712,-20.18052034,1.480968888,-5.027990405,-18.01702909,11.11997497,-3.564329378,-6.422849144,9.007895931,-1.93975478,5.990255865,9.698579387,9.307135708,-9.698861352,4.380883297,-7.296620982,16.4715055,-2.212903816,-14.45135786,-5.803888873,-3.302207065,11.14569522,1.252798148,11.96964277,10.6185432,-7.18185077,7.570968228,8.330268393,10.95058197,1.470412389,-3.365981388,11.8362214,5.270089458,-2.861779825,5.547234655,5.974967119,-11.67977762,1.666658697,-9.805401239,0.002722814,6.913617209,9.7105788,5.982542943,15.44381171,-7.7147814,12.94892528,-16.3433004,-5.476415049,4.345513409,6.384652343,1.439706147,1.671865452,-17.37506251,8.746909272,0.148667798,7.491229229,-1.02585702,6.504191291,8.145758372,-6.735060079,2.519776614,12.31588977,-1.503572648,3.720726474,-7.196891356,0.797571623,2.015594491,0.591693583,-10.97067287,-6.942786047,4.547668173,0.175258008,8.020502396,2.944049194,4.123429079,3.476456469,-1.895670937,-0.31164389,0.374746371,5.535491327,-3.36214191,2.131597939,5.103039091,2.460607485,3.650408269,-2.596739376,3.047989584,-1.052681524,2.186972729,-0.125654948,1.670655506,3.697096342,7.398012402,-3.511893648,6.597830721,0.688777225,-3.911513635,-3.749549727,1.205777023,3.633340135,5.932257812,-2.212814607,-6.382555119,7.074493466,-2.843406341,0.300662188,1.076086983,-4.833016468,0.539662837,-2.29421699,-2.651532831,0.776684713,-0.638503438,-0.786210619,-1.305248618,2.089642193,1.279014796,-2.742754662,-3.330698052,-2.743863465,4.044859504,5.451966236,0.915080197,0.117988906,2.407128684,3.442014257,-2.671555719,3.705386068,-5.034909983,-3.260699057,1.145372549,0.91195397,-0.227586494,6.552075263,-1.787317393,2.421539318,0.579223546,0.948133033,-0.195709789,-1.336812141,-1.449650089,0.758192642,-0.565204783,1.147283993,0.590652113,0.151494831,-0.54941714,-0.712488614,-0.601223558,0
95.03567323,24.33673543,9.221577219,3.856723208,8.879399494,16.34481316,-20.28611103,-14.44040943,-0.558091362,9.002965324,-4.064684789,0.806586784,-1.123754948,-4.33908518,22.41948652,-2.975703034,-4.50708382,6.492391992,8.312463559,4.179028089,-18.99484677,3.241453052,9.496448928,15.12361145,2.325957292,3.243262774,-16.29462752,8.784528168,-3.30586332,-4.704460469,5.545370625,-4.893351561,-1.602466731,12.35958511,7.130400657,1.543775079,-5.466208439,0.532670783,6.856634879,-4.127665584,4.010961713,19.09756522,-10.23409327,-2.368748482,-1.177204414,-11.70278424,-6.551890297,9.536523783,1.386897782,3.011628414,9.961497412,-5.000861575,5.922976542,7.90338841,-2.315304335,-1.088309699,-4.288780524,1.4277553,-2.608521787,-6.345418046,-9.156416984,-11.17014226,-5.205852104,2.081399891,-2.864803528,-0.895558053,-5.517812025,-2.865313936,-11.67693269,-5.39440975,3.836494475,8.298112952,-8.662213095,0.410146932,-7.573409691,6.740633337,-4.600486089,-6.863686568,-3.565909482,-5.68138583,-4.027668155,3.260063031,1.857425682,-3.331294546,1.042880863,4.458066087,0.674311196,-3.200741857,7.32202971,5.119145301,3.044198187,-2.108644322,-4.084788445,1.598388349,3.350432332,3.973903159,6.82570431,4.340755325,2.820448633,0.061429032,0.448888562,-8.093857752,4.129119477,-1.061161204,-0.087738226,-1.490650512,-1.121244402,-0.392619963,0.03197183,4.013617376,-3.662501165,1.695456524,0.444220436,-0.293287463,-4.558889543,0.672528031,2.037824929,-0.814635414,-3.516238534,-3.953077289,-0.733854348,1.588167388,-1.623066959,-3.67118274,0.704659165,0.651273117,-1.174156105,-1.113383554,2.803998214,5.583850297,-2.01593551,0.148838993,-0.515977949,-1.813669706,0.862210704,-2.610128515,1.93290774,-2.414368244,-0.295217193,-2.267281713,1.559664065,0.003948783,-1.521122069,1.43888591,0.609289854,0.942146369,-0.149782381,1.01523684,-1.261768125,-0.235750542,1.2498773,0.526938374,0.590860378,-0.676990582,0.086051807,0
104.2383461,28.36545854,0.60831113,23.48209796,-5.22993328,-12.73759075,-0.472320092,-13.62554878,-4.34533628,-2.23278603,-22.42200946,5.803390626,-15.94103804,5.511875972,-4.09979018,7.826418808,5.045421984,5.692000384,11.52328983,-9.053551717,-2.161651281,1.254356047,11.01314726,7.207856672,-2.880600001,-3.546499456,2.638898384,3.594787534,7.58461093,-6.695062782,-2.316253882,-6.5749725,8.057754792,3.628035704,2.674386945,-1.487953299,-6.001456865,-5.137604687,10.54845962,-10.65520399,-2.065515594,-1.218764501,1.198065567,-1.716164898,-2.071419646,-2.435106939,7.40324979,6.813314043,6.378979483,1.683190211,0.142118716,9.201990638,-1.429486451,2.055188062,6.426163623,3.952411794,1.399889813,6.933639614,1.469101755,-3.737779995,6.221037795,3.824192356,6.625213758,1.065466918,-1.186989108,3.026685779,-3.180442734,-0.990363329,3.453409429,-1.466987392,0.299907989,0.943383827,-3.406038451,-0.016388072,1.67490866,-2.351027207,1.180832679,-0.419179998,2.607651003,-1.961392547,-4.15720751,0.524783842,-1.916457457,1.931831274,-2.338671245,1.000127939,0.800056372,0.336930903,-1.035761356,0.327537025,-0.020087149,1.213474059,1.411283991,1.982250677,0.902212179,-0.483189917,-3.366972521,-1.413838287,0.811484027,1.270922484,-1.557428492,-3.085560102,-1.676440125,0.648696978,0.370479838,0.436730767,0.567248,1.264846379,-0.804571591,0.72674312,1.931386224,1.256720739,3.204173484,1.840952152,-1.314966396,2.719004232,-1.652679391,0.217089176,-0.378573031,0.139286948,-0.373141069,-1.264523814,1.396590739,0.701790538,1.703025629,0.786954903,-0.240701949,-2.173402566,-0.590158142,0.345858093,-0.2512509,0.721661601,2.409496575,-0.634127004,-1.969090356,2.293236958,1.127016732,1.812340063,2.035028607,-0.745597324,0.113380685,0.016386951,-0.164323551,0.59395194,0.132881638,-0.34831302,-0.146894288,-0.079346097,0.353129299,-0.391520073,-0.608944977,0.405044928,0.315892244,-0.431539642,0.693838519,0
112.8819406,13.39045504,-16.51411171,-2.632681007,-6.646516922,-6.477577965,-6.788241384,-10.17403116,3.858178879,7.371421141,11.98124628,0.868027143,1.916013529,8.072705968,1.421764738,-1.915263037,9.579410248,-4.321751754,0.659700399,3.446204961,6.409798266,10.52222079,-3.157616544,3.857479761,2.649182914,2.066289466,-0.579364605,7.988642225,0.048068891,-5.241047711,-2.133503032,2.438612892,-0.10282776,-6.091537561,-2.236341586,3.804858379,-7.373369609,-5.605018427,1.769254512,6.743936478,1.18198676,-3.004490546,-6.648716084,5.772865531,3.199842747,3.069585466,-3.364737019,-0.919965871,1.204747511,-3.246913322,-3.932928891,-2.571441537,-2.789407551,-3.811851004,1.737157537,-0.748098189,0.418930877,-1.802205564,1.489873323,-0.995291239,3.810474013,-1.900201902,-1.503262982,-1.15331368,5.256263889,3.021143294,-1.767273881,-3.492699253,4.871549855,-2.214766638,3.25688577,-2.043467567,-2.562553363,4.82616354,-0.90272792,-5.248877543,-9.33715986,1.948074978,0.062215006,2.015270822,1.513782835,5.7455499,-1.959267361,-6.757073153,1.657966806,-1.885205795,-3.496051468,-2.824113087,6.053370057,1.716513994,6.125260877,-0.611151416,-2.979230479,4.188342519,-0.66414228,-1.007866236,2.916109852,1.319509141,0.808597753,1.843617162,-1.918736082,0.294837407,2.702233716,5.27271104,2.987927563,-3.26807759,-1.35842463,3.096680386,-2.741834311,-0.497100866,-3.482333082,4.077747828,-3.485384894,2.819965235,-0.934713348,-1.710162593,-1.67835418,-4.946000221,1.664827563,4.340031522,-2.289289002,2.681205583,4.595610131,4.435826673,-2.447100106,2.047267028,-0.756749228,-2.908335499,1.032724612,-2.995209252,-6.368334142,-2.605417534,-3.368759827,-1.289655063,-4.258256578,-0.626486845,-0.806759877,0.800314221,2.747739393,2.709388047,0.087155645,-0.127392927,1.522557741,-3.938217073,3.25624285,2.755738114,3.700980815,0.317618313,1.817949046,-3.67197708,-1.130636607,-0.939965419,-0.327045025,-2.330585363,-1.441972922,1
95.01302031,29.03661001,-7.507143236,11.83355173,26.06376899,-2.786326882,-18.97838527,-11.99866797,3.357011643,-15.94990621,7.59596442,2.766572364,5.351825669,2.548087418,0.756247758,-5.138955434,-10.38037161,11.22615115,8.473242051,1.456279729,-3.825081395,-3.108666355,10.2782087,-3.922773427,5.240290941,9.714908528,4.251658947,4.065935522,0.989754356,11.14691226,19.17207316,13.14434833,-1.505629528,-6.061930319,4.591790423,-6.077386091,-3.557931995,10.26880552,-6.6254124,7.037535426,-3.457039206,12.9691048,-0.33640192,2.430049078,9.824050014,7.09856555,7.422748024,14.09559313,12.25192852,6.212802787,-0.64744701,9.223568301,-5.029358345,-1.98518885,-0.969608674,4.518539857,-5.339343169,-6.142241606,-8.635725464,5.28936108,-3.971383263,9.055348934,6.513571033,3.012301241,-0.895304857,-2.923971029,3.371197325,4.032198219,3.195161026,6.23544125,-0.338468754,-3.245596626,-1.022789202,6.277083351,-8.145146253,-3.586503425,-2.557201344,0.738024888,5.020519638,1.774723593,3.358610637,-1.473824117,4.598388671,-4.313323442,-2.083786296,4.360430908,-0.066013411,-1.899135139,-1.742601765,3.170249199,-1.52242164,-5.944785286,2.933177888,-1.802248425,-4.509104702,-4.92847452,-5.90329704,-4.314814399,-2.556987877,-1.005092085,-4.7258623,6.597090078,-0.71906602,-2.929293435,-4.743938777,-1.505364717,-4.196948368,-0.781598653,1.071470699,-0.323425094,-0.532737656,2.283650951,-2.649903221,5.161974849,-4.498541525,-1.171642674,1.96027512,3.876864591,0.427745005,3.06353046,1.898673139,6.760455942,1.062982375,-2.314361204,1.459278069,-0.524589455,1.914687083,-0.913622987,1.610896795,-2.171519359,-1.983704071,-1.806054932,-0.455055884,-1.097565111,4.690326193,-4.840576835,0.637408436,-1.180597267,4.533135199,-1.049468349,3.819557422,1.437040764,-0.650884341,-0.218770329,-0.580173225,4.41859969,-0.827888195,0.764745467,0.06855629,3.226298416,0.278519418,1.424985571,1.096180105,0.162523001,-0.062122617,1
106.5015139,18.41246821,-14.9975856,6.555655025,-4.211285778,-8.307041723,-5.534570572,-9.656662096,10.29667617,1.259281778,10.23285486,11.85026439,-3.321399924,6.365792848,0.335493778,7.632178321,11.63800667,-6.807313482,1.509827973,-5.545058658,2.461065803,13.58205758,7.907755313,-4.637199292,7.403605582,2.980535663,8.571032471,5.936691097,1.241832793,-8.81266575,-7.214681378,1.512784356,2.961515354,-9.992377593,-10.45887944,7.691830917,-10.62539919,-10.85086247,-3.78868415,4.576367346,0.86636395,9.411143577,3.602996217,-10.39532136,5.326482949,5.319815491,6.184164825,2.261000153,4.289888732,2.831208037,0.359972788,1.471510429,-5.277753833,0.12982063,6.573295487,-6.633256181,0.620967004,-4.304733623,-3.693848937,-2.615216868,3.820823182,-4.144410251,0.383233924,11.259054,1.490635739,0.350374507,5.038171286,1.458505314,-1.410436353,0.091586606,8.714032883,4.700428679,-4.407641485,1.925535037,-0.390998432,-1.759506071,-9.151913195,3.081106086,-2.246805507,-5.19680131,-0.059235876,1.847624374,-2.020636738,2.312774895,-4.202676825,-2.893314913,-5.657378876,-2.656410325,0.159142704,-1.353894038,-4.025951383,-0.71376187,0.668704924,-1.167460545,4.214187279,-1.290230084,-2.000286093,-1.673428594,1.761105741,-2.131478782,-2.520001421,-1.117208877,0.307804093,-2.458256114,0.32367328,-2.643156052,-1.366152389,0.254358141,-0.999587763,-1.477507504,-0.076947516,-7.44011957,6.71590607,-0.758067717,2.858017097,-0.677857133,0.204634507,-1.756506321,0.182368201,-0.885620859,-2.243633925,-0.451423691,1.120738471,3.161105163,2.969370837,2.888310654,-1.732297082,-1.23556426,-0.026498152,0.661963651,1.448330681,-1.594447092,-1.219383756,-3.392577946,-0.043328247,-1.307299353,0.871219736,0.304179398,0.950235317,-0.686858457,1.194674653,0.780178653,1.686822442,0.870992624,1.721978117,-0.94312937,-0.611177859,-0.446875249,0.617072405,-0.292586522,0.049065989,-0.038154694,-0.340705227,1.082598985,1.611052755,1
109.3914279,23.27070027,4.057077953,21.38932244,0.425199271,-11.39910063,4.258009195,-8.166969925,-2.202714407,2.092351722,-13.41460755,10.91289148,-8.2585805,3.249347143,0.481280397,2.852631702,15.23981158,1.002291904,13.51853716,5.417711422,1.036245362,0.195295831,9.658099562,5.535403007,-1.444305956,-6.221592095,4.306340009,5.357433301,2.653558188,-6.425940323,-1.631315769,-5.646293812,6.342209399,-0.901775526,4.09368786,-4.419991979,-8.403265824,0.921936912,10.42449628,-8.614046517,0.97766498,-3.856808672,1.558959247,-0.956756272,-3.845672742,-2.433892011,2.143357746,3.868499572,1.982416495,2.571781771,2.533689785,-2.561791441,3.62554657,1.991857446,-0.191625412,4.382953666,-2.759280593,8.34661576,1.059285618,-1.597979922,4.7543751,-1.150435014,5.504789096,0.177161728,-4.841832872,3.525450742,-2.562073005,-0.361004206,7.239015574,-3.397606039,-0.563684953,-2.136459688,-2.159945457,-0.011622677,-0.878449363,-4.110292056,-1.835201687,-2.523801196,-0.22588775,-1.047847717,2.325591339,3.370427009,2.890531272,-2.358403271,1.62763155,4.802894831,0.85573277,-0.807636474,0.911939766,-0.280105544,-0.285609858,2.581042951,1.878611078,2.187488082,-0.064626373,1.410467685,-2.608436726,1.889867582,1.940971507,-1.047546599,-0.875173261,1.082788728,-1.620612182,0.322474508,2.53627453,-0.057828408,1.708551239,-0.253937413,0.213407105,1.523479783,0.098417732,-1.09992529,-0.116577865,0.279034156,-2.251820529,0.013604572,0.208654346,1.853122342,-0.511104952,-1.573805958,-0.292395789,-0.775846393,0.371890441,-0.859292925,1.726046837,-0.090676811,-1.215281326,3.275612446,0.984106329,1.88764345,-4.01462049,-0.062108362,-0.524999815,-0.269986106,0.402959648,0.901152886,-1.480645113,1.478614513,0.677867841,0.546259101,0.557903232,0.30542749,0.178587795,-0.152914753,0.596557151,0.125585685,1.206234599,0.549421168,0.974052052,-1.088325176,-0.687797474,-0.058752247,0.411163071,-0.07551305,0.720651059,0
