ID,PZA
1,0.9595121476702974
2,0.03587655558864609
3,0.2968791501149645
4,0.057994868051101225
5,0.7937862549427277
6,0.2968791501149645
7,0.84346520908049
8,0.7204766905230752
9,0.9259103915303832
10,0.9620149388749208
11,0.9397649660113705
12,0.08211447643124668
13,0.046097822044850925
14,0.36769183021910634
15,0.1720744480815798
16,0.8207639914338677
17,0.9392483887744004
18,0.05290062054830313
19,0.9014808663690586
20,0.9653297951118066
21,0.9046036287621051
22,0.057994868051101225
23,0.9484304756880673
24,0.9208000138144379
25,0.26479061457764724
26,0.9307166093021411
27,0.7762584079753926
28,0.3941751267601577
29,0.24569788251280839
30,0.6531568274648436
31,0.10642771921568055
32,0.30754228069709333
33,0.011450417745861731
34,0.9727558008404724
35,0.15924393164854606
36,0.8748617663500211
37,0.84346520908049
38,0.9678604365739862
39,0.7937862549427277
40,0.9344105420609056
41,0.1473030612211246
42,0.003490759429823141
43,0.3314719278754482
44,0.9807992133677804
45,0.7406458401216495
46,0.30123551427958106
47,0.9430147449126545
48,0.057994868051101225
49,0.05189011911269003
50,0.06935910794061159
51,0.9690069686292428
52,0.29163666170964386
53,0.05978673553622524
54,0.27382397039605444
55,0.9649813635863627
56,0.10304463792610764
57,0.10642771921568055
58,0.17593543777253004
59,0.05290850402129971
60,0.27356453468559516
61,0.060997259522340315
62,0.8522082982780009
63,0.09584793669119346
64,0.8991156463954488
65,0.9735870820775435
66,0.790140651580372
67,0.8310308151874652
68,0.8748617663500211
69,0.14381300746100925
70,0.008876471690594356
71,0.28800912892422975
72,0.12467035645004991
73,0.18116031661942708
74,0.31503906357907485
75,0.972750495666471
76,0.06577029623584618
77,0.05978673553622524
78,0.0647749406062902
79,0.05950886719590583
80,0.9627847950704606
81,0.9697830908434412
82,0.881646646932913
83,0.028553834184805976
84,0.9735931774729847
85,0.9149152322905019
86,0.8570425148330129
87,0.11988326239645018
88,0.09578277814105983
89,0.9508311030658243
90,0.2566495479540405
91,0.8056728771330293
92,0.04428147571425689
93,0.08791246052715729
94,0.9138332474512819
95,0.04624191492480716
96,0.07120245911360325
103,0.8159422010784814
123,0.07182234427650941
126,0.04903372733913482
131,0.04903372733913482
132,0.20234079601816468
144,0.9307873304545027
145,0.819097716384122
146,0.06619434543085655
147,0.9254888968889674
148,0.17140969705989845
149,0.3150950716389217
150,0.04851418142583642
151,0.9786122028023471
152,0.962882904250938
153,0.9745079836197882
154,0.3150950716389217
155,0.9745079836197882
156,0.8855003704105916
157,0.8196677844415645
158,0.06944328458758312
159,0.08218210308962456
160,0.6441773005634768
161,0.39971582378807374
162,0.027998142778650936
163,0.008040210231587078
164,0.981083707601758
165,0.2341113005117787
166,0.7404147372143881
167,0.18096928807070392
168,0.2003312583476067
169,0.9669673579726957
170,0.027998142778650936
171,0.06624802050022746
172,0.2872845054239763
173,0.9273392693607124
175,0.08044959826987592
181,0.20234079601816468
183,0.11271630358280141
184,0.27143514492550247
185,0.027998142778650936
186,0.06619434543085655
187,0.1653777339721476
188,0.9405556623373554
189,0.9795775141195513
190,0.2341113005117787
191,0.06619434543085655
192,0.8988602019502245
193,0.006146350807025425
194,0.006146350807025425
195,0.9734158574717195
196,0.038773666638962416
197,0.9226220487400812
199,0.9780175722751587
200,0.033922670011296396
201,0.9714090216821571
202,0.05387273147969465
204,0.955397308725586
205,0.9780373448584032
206,0.981226532187223
207,0.9812458729143896
208,0.1509633249627347
209,0.9811436209436866
211,0.9811436209436866
212,0.8150240291681393
213,0.9563004707712922
214,0.9634603221770606
215,0.975568846305438
217,0.7034167532894569
218,0.8802470994173618
219,0.8872083385305394
220,0.9726046590837429
221,0.11348915846951181
222,0.7398689685261024
223,0.9095667269328027
224,0.9547475905009594
225,0.9851825186358589
226,0.9662043879515567
227,0.052563119876193956
228,0.953772157388166
229,0.9687356956272513
230,0.9611130084987713
231,0.7896779452520998
232,0.038380935067241
233,0.9806122216101443
234,0.04407583337777998
236,0.977931718017075
237,0.9910296366017052
238,0.8802470994173618
239,0.17101883384094235
240,0.9760154782389717
241,0.9838475095357782
242,0.9811700681826623
243,0.9545515376266275
244,0.9624461037644161
245,0.9811700681826623
246,0.9689135674292023
247,0.9798874454414424
248,0.9783188575138746
249,0.9845188800881253
250,0.9663496714453568
251,0.78428241107608
252,0.9660067668511878
253,0.9687356956272513
254,0.9673988818616376
255,0.9663496714453568
256,0.059149607243974965
258,0.9247743869439894
259,0.9342231309575539
260,0.983949573283512
261,0.9792744947538862
262,0.7911775706471972
263,0.4869349211281575
264,0.9534049591590955
265,0.9653477019051677
266,0.9646184021405735
267,0.9785060186624152
268,0.9846204937131046
269,0.9782486930889596
271,0.9844288720834004
272,0.9798874454414424
273,0.9784298279659983
274,0.9855012446900691
275,0.96884741722213
276,0.9846204937131046
277,0.96884741722213
278,0.9568739567617784
279,0.9698632311060331
280,0.9085658304780362
281,0.981226532187223
282,0.9687356956272513
283,0.9660067668511878
284,0.9660067668511878
285,0.9687356956272513
286,0.9831355539299347
287,0.9677106292941646
288,0.9660067668511878
289,0.9199181107518377
290,0.9652435545960236
291,0.9665989469182205
292,0.9751137827493024
293,0.9445255397064677
294,0.9610687935423331
295,0.984951295880051
296,0.9634735298998496
297,0.9798248804895399
298,0.9679219377275965
299,0.9747580613037479
300,0.9615131578993024
301,0.9660067668511878
302,0.3700103326847992
303,0.9756834188249794
304,0.9880612266045711
305,0.9753548649317706
306,0.9854776487611626
307,0.9503980415762555
308,0.9660067668511878
309,0.24737489312202043
310,0.9814956074716285
311,0.9694370720503687
312,0.9610687935423331
313,0.9728361692474384
314,0.969946530604863
315,0.9687356956272513
316,0.9804117758988459
317,0.9673988818616376
318,0.9660067668511878
319,0.9757987676293478
320,0.8683873611752717
321,0.9782486930889596
322,0.9660067668511878
323,0.9570332515459127
324,0.9660067668511878
325,0.9684490119903192
326,0.9617391250884878
327,0.9888811925455259
328,0.9736865685528793
329,0.969946530604863
330,0.982319942005412
331,0.947004330262532
332,0.9673988818616376
333,0.961462789508352
334,0.969946530604863
335,0.9687356956272513
336,0.9796421348692349
337,0.9932141810022057
338,0.9911449263532638
339,0.9720229584264717
340,0.9845188800881253
341,0.96884741722213
342,0.9660067668511878
343,0.9820035786557062
344,0.9860820295071037
345,0.9826044213260428
346,0.9806122216101443
347,0.9543104032262751
348,0.9841877759171092
349,0.9671034696226808
350,0.968805946491769
351,0.9829888705325481
352,0.949129361180477
353,0.9687356956272513
354,0.9584116839822004
355,0.9660067668511878
356,0.9895336827804724
357,0.9786806636659525
358,0.9606504751133799
359,0.9785060186624152
360,0.9712533054192787
361,0.9462994856874267
362,0.9606504751133799
364,0.969946530604863
365,0.949999140092787
366,0.9673988818616376
367,0.975568534078562
368,0.9731722780668302
369,0.9812458729143896
370,0.949604618901772
371,0.9855012446900691
372,0.9526259604228172
373,0.9798078865212503
374,0.9806122216101443
375,0.985164026965465
376,0.9766881429831371
377,0.9785060186624152
378,0.9570677716976809
379,0.9801810682020313
380,0.9183648394051882
381,0.9667996010937063
382,0.9910296366017052
383,0.9673988818616376
384,0.9756789410602565
385,0.9753548649317706
386,0.9675489612401494
387,0.9716547020146258
388,0.966942554976538
389,0.9783188575138746
390,0.9793728823237351
391,0.9672779441053435
392,0.8557541846011447
393,0.9796973470659023
394,0.9198840811580159
395,0.9878974475853366
396,0.9687356956272513
397,0.981226532187223
398,0.9806122216101443
399,0.9806122216101443
400,0.9785060186624152
401,0.961513045703804
402,0.9806122216101443
403,0.975568534078562
404,0.9846204937131046
405,0.9660067668511878
406,0.9725716910892753
407,0.9806122216101443
408,0.9777977169699399
409,0.9660067668511878
410,0.9660067668511878
411,0.9806122216101443
412,0.9785140909824755
413,0.9816530397622333
415,0.9760465698548135
416,0.9284883048796904
417,0.9753548649317706
418,0.9838475095357782
419,0.9875745382621443
420,0.9720229584264717
421,0.9720766648556223
422,0.9816530397622333
423,0.9584116839822004
424,0.9716547020146258
425,0.983998713348963
426,0.9667996010937063
427,0.9660067668511878
428,0.973660832207522
429,0.9577568147662308
430,0.9855315158406835
431,0.9642563383726477
432,0.9667996010937063
433,0.9816935779905902
435,0.9610687935423331
436,0.96845747803618
437,0.9753548649317706
438,0.9866159256113187
439,0.9910296366017052
440,0.9786155925797416
441,0.9584116839822004
442,0.9641446691632026
443,0.9660067668511878
444,0.9792744947538862
445,0.9838475095357782
446,0.9660067668511878
447,0.97374934613497
448,0.9671034696226808
449,0.9687356956272513
450,0.9660067668511878
451,0.9838475095357782
452,0.9784298279659983
453,0.10886407174123479
454,0.9746814537676081
455,0.9687356956272513
456,0.9838475095357782
457,0.969946530604863
458,0.973616902226253
459,0.9687356956272513
460,0.9818861506924854
461,0.9742607582892289
462,0.9806122216101443
463,0.969946530604863
464,0.9815650338650614
465,0.9785060186624152
466,0.9788809135609976
467,0.9637992258205595
468,0.989515467068588
469,0.981226532187223
470,0.9557308142001285
471,0.9782486930889596
472,0.981226532187223
473,0.9714194207409723
474,0.9596869245034069
475,0.9709640835096112
476,0.9756834188249794
477,0.965990612077458
478,0.9785060186624152
479,0.9887298865423695
480,0.9659840162027145
481,0.9755795375726731
482,0.9838475095357782
483,0.7034167532894569
484,0.9720229584264717
485,0.9858122565237336
486,0.9806122216101443
487,0.9754746742692023
488,0.976338680471667
489,0.9785060186624152
490,0.9659840162027145
491,0.9660067668511878
492,0.9660067668511878
493,0.9806122216101443
494,0.9674506650814633
495,0.9783188575138746
496,0.9815650338650614
497,0.9812458729143896
498,0.9677789863688395
499,0.9687356956272513
500,0.9675075467959174
501,0.9716547020146258
502,0.9753936481862363
503,0.96884741722213
504,0.9697275663883751
