ID,EMB
1,0.04497272681127312
2,0.050141651467106106
3,0.2962983837624027
4,0.03816707129516509
5,0.08549897063009462
6,0.2962983837624027
7,0.7756913205595674
8,0.9577150195077977
9,0.05290903711696684
10,0.6549192271042322
11,0.0809285426942187
12,0.11614220311764581
13,0.2187497308315351
14,0.8890875129984853
15,0.8117272714736967
16,0.05638691707922722
17,0.9858300328463584
18,0.045171934923254886
19,0.4331203802644863
20,0.9867706194729138
21,0.2516647201724353
22,0.03816707129516509
23,0.8202586941371682
24,0.9625107952745654
25,0.04803150815225608
26,0.9424298325255052
27,0.9573479681237306
28,0.9270200041537003
29,0.054538431891757125
30,0.06829852384891899
31,0.5937166382198421
32,0.9046877485623603
33,0.12580762784665717
34,0.046209379895735044
35,0.06171753849206795
36,0.9814350574626252
37,0.7756913205595674
38,0.7308858529803469
39,0.08549897063009462
40,0.9647651020951541
41,0.7894828586075996
42,0.0629841841254416
43,0.5192261536036901
44,0.9877734182568192
45,0.0868432077820727
46,0.9111215717828692
47,0.9439975963558432
48,0.03816707129516509
49,0.04167568652331826
50,0.04724606691608459
51,0.9852211198173766
52,0.7398042630621141
53,0.09543378356477969
54,0.1525548292798475
55,0.9830635240209269
56,0.0409529835703996
57,0.5937166382198421
58,0.512790244237924
59,0.4178527585801191
60,0.05063630093628289
61,0.6451453458941264
62,0.6280240449946349
63,0.12685172683749352
64,0.7258566746387116
65,0.9728168057610999
66,0.055481654593240275
67,0.10937806858959012
68,0.9814350574626252
69,0.04368097677625457
70,0.12122034387086772
71,0.09932707333178628
72,0.9046279707544678
73,0.04810247836365722
74,0.43610570571235185
75,0.9632743344939574
76,0.07455184198276539
77,0.09543378356477969
78,0.1441307175348252
79,0.12045191810242835
80,0.9737700795729406
81,0.9843404716997894
82,0.962883705143826
83,0.11733511344194127
84,0.9733923018540015
85,0.05367304538260455
86,0.9798233849100204
87,0.0682433950125539
88,0.06460949559141892
89,0.9032070142780554
90,0.10274480806498151
91,0.9812402554953247
92,0.1862825738366962
93,0.03567429174147535
94,0.06121752813207032
95,0.18370262564505027
96,0.43595784434058527
103,0.6062985671633889
123,0.03563652940398416
126,0.23849476155516253
131,0.23849476155516253
132,0.03609903467073726
144,0.9761709577705988
145,0.40677364706509767
146,0.981926399692492
147,0.9856527404873542
148,0.6305447721209361
149,0.8364492399321265
150,0.43603261975533103
151,0.9857256488981421
152,0.987591202092232
153,0.9875890879863538
154,0.8364492399321265
155,0.9875890879863538
156,0.9665870955893286
157,0.9677459606232678
158,0.9563142646824063
159,0.3650966949056523
160,0.9168596858929452
161,0.7849817602687867
162,0.41281435901252944
163,0.24722279895076063
164,0.9831377229303517
165,0.9008446744893399
166,0.7560819524733667
167,0.7732205609944208
168,0.759554085883083
169,0.9800935848918528
170,0.41281435901252944
171,0.26628332217493894
172,0.7942266713343196
173,0.9761890405778966
175,0.1484650116592359
181,0.03609903467073726
183,0.37420940120797397
184,0.7429006789497925
185,0.41281435901252944
186,0.981926399692492
187,0.3831252994100808
188,0.966904667062567
189,0.9876788516236408
190,0.9008446744893399
191,0.981926399692492
192,0.9822178589502603
193,0.1621332608998193
194,0.1621332608998193
195,0.9876219471888447
196,0.8051442072773692
197,0.9612851245063485
198,0.9838177475122494
199,0.987109600814411
200,0.08327294974470484
201,0.9871421258311168
202,0.4685434830747142
203,0.9870030045461365
204,0.9838177475122494
205,0.987907904810606
206,0.9875805973909665
207,0.9879080672397577
208,0.09313732387396952
209,0.9877315709563784
210,0.9867833501259092
211,0.9877315709563784
212,0.11935413717659756
213,0.22187215784930858
214,0.9856827083582838
215,0.8483667402210449
216,0.9868783775750392
217,0.04403447035209163
218,0.9817663153812004
219,0.984798371161622
220,0.9879079975404298
221,0.043205280010375845
222,0.7108411261484296
223,0.4208372059592396
224,0.9862334058602505
225,0.9877188139763785
226,0.9877227274532246
227,0.5434234856835364
228,0.9815288301636168
229,0.9877372652180397
230,0.986374474136709
231,0.9762094179053691
232,0.7261472590852293
233,0.9880798699130796
234,0.8840431105187907
235,0.9852806933188755
236,0.9877531616064062
237,0.9876139610545499
238,0.9817663153812004
239,0.11235223847660852
240,0.9880797024483826
241,0.9877207794750701
242,0.9818692407512338
243,0.9862138678094338
244,0.976070585615403
245,0.9818692407512338
246,0.9862750026234466
247,0.9809428661306101
248,0.9874371855188783
249,0.9880798530549573
250,0.9848712257457346
251,0.06005421265401195
252,0.9864010827534206
253,0.9877372652180397
254,0.9876058459098933
255,0.9848712257457346
256,0.37147177270421666
257,0.8724669218016443
258,0.8791996392276983
259,0.973238144833965
