ID,STR
198,0.55038255
199,0.9731197
200,0.48979345
201,0.97114146
202,0.0119438665
203,0.9120717
204,0.55038255
205,0.9899136
206,0.9844689
207,0.9899136
208,0.13511048
209,0.9844689
210,0.9731197
211,0.9844689
212,0.16350004
213,0.52851707
214,0.9731197
215,0.013676819
216,0.9120717
217,0.5744739
218,0.030807503
219,0.41783944
220,0.97759354
221,0.031023249
222,0.51691496
223,0.024309304
224,0.47019142
225,0.97982866
226,0.97759354
227,0.35226738
228,0.9899136
229,0.97759354
230,0.9899136
231,0.40459573
232,0.3968755
233,0.98741096
234,0.41783944
235,0.97982866
236,0.6628416
237,0.96929103
238,0.030807503
239,0.5767502
240,0.98741096
241,0.96929103
242,0.5767502
243,0.98625064
244,0.45896715
245,0.5767502
246,0.9899136
247,0.36433184
248,0.9844689
249,0.98741096
250,0.5767502
251,0.03032822
252,0.9899136
253,0.97759354
254,0.94871163
255,0.5767502
256,0.106197916
257,0.39374855
258,0.035920415
259,0.087136246
260,0.9844689
261,0.98021084
262,0.58157766
263,0.017542597
264,0.97759354
265,0.98625064
266,0.97759354
267,0.9734403
268,0.98285484
269,0.9734403
270,0.14806189
271,0.96170074
272,0.36433184
273,0.9734403
274,0.982363
275,0.95655906
276,0.98285484
277,0.95655906
278,0.9844689
279,0.9097032
280,0.6423501
281,0.9844689
282,0.97759354
283,0.9899136
284,0.9899136
285,0.97759354
286,0.982363
287,0.9734403
288,0.9899136
289,0.89755154
290,0.880429
291,0.97759354
292,0.9668405
293,0.39259356
294,0.9844689
296,0.9065509
297,0.9133433
298,0.9844689
299,0.5767502
300,0.9120717
301,0.9899136
302,0.5767502
303,0.94871163
304,0.982363
305,0.9844689
306,0.9753607
307,0.40459573
308,0.9899136
309,0.9899136
310,0.9734403
311,0.9876211
312,0.9844689
313,0.49851692
314,0.98625064
315,0.97759354
316,0.9483604
317,0.94871163
318,0.9899136
319,0.013676819
320,0.12381901
321,0.9734403
322,0.9899136
323,0.9899136
324,0.9899136
325,0.9439039
326,0.45896715
327,0.67307186
328,0.66335905
329,0.98625064
330,0.9133433
331,0.9899136
332,0.94871163
333,0.4733715
334,0.98625064
335,0.97759354
336,0.9189782
337,0.96929103
338,0.96968865
339,0.97759354
340,0.98741096
341,0.95655906
342,0.9899136
343,0.98021084
344,0.96968865
345,0.9734403
346,0.98741096
347,0.9133433
348,0.9844689
349,0.97759354
350,0.98741096
351,0.8938789
352,0.79001665
353,0.97759354
354,0.9899136
355,0.9899136
356,0.49851692
357,0.9734403
358,0.5767502
359,0.9734403
360,0.9899136
361,0.98021084
362,0.5767502
363,0.9844689
364,0.98625064
365,0.50938
366,0.94871163
367,0.98625064
368,0.98741096
369,0.9899136
370,0.9844689
371,0.982363
372,0.9899136
373,0.97759354
374,0.98741096
375,0.67307186
376,0.82027894
377,0.9734403
378,0.7563683
379,0.93417805
380,0.97759354
381,0.94871163
383,0.94871163
384,0.9668405
385,0.9844689
386,0.40459573
387,0.9734403
388,0.81747407
389,0.9844689
390,0.9919699
391,0.5767502
392,0.0742481
393,0.9734403
394,0.7563683
395,0.9844689
396,0.97759354
397,0.9844689
398,0.98741096
399,0.98741096
400,0.9734403
401,0.9133433
402,0.98741096
403,0.98625064
404,0.98285484
405,0.9899136
406,0.9899136
407,0.98741096
408,0.7006267
409,0.9899136
410,0.9899136
411,0.98741096
412,0.9734403
413,0.9734403
415,0.9844689
416,0.7563683
417,0.9844689
418,0.96929103
419,0.9734403
420,0.97759354
421,0.97759354
422,0.9734403
423,0.9899136
424,0.9734403
425,0.8851003
426,0.94871163
427,0.9899136
428,0.9189782
429,0.9065509
430,0.982363
431,0.9734403
432,0.94871163
433,0.9844689
435,0.9844689
436,0.9899136
437,0.9844689
438,0.9844689
439,0.96929103
440,0.97114146
441,0.9899136
442,0.57702285
443,0.9899136
444,0.98021084
445,0.96929103
446,0.9899136
447,0.9844689
448,0.97759354
449,0.97759354
450,0.9899136
451,0.96929103
452,0.9734403
453,0.97759354
454,0.9658341
455,0.97759354
456,0.96929103
457,0.98625064
458,0.9899136
459,0.97759354
460,0.96929103
461,0.95655906
462,0.98741096
463,0.98625064
464,0.9899136
465,0.9734403
466,0.98625064
467,0.9899136
468,0.9583787
469,0.9844689
470,0.97759354
471,0.9734403
472,0.9844689
473,0.4785228
474,0.9851768
475,0.40459573
476,0.94871163
477,0.40459573
478,0.9734403
479,0.9483604
480,0.9899136
481,0.97114146
482,0.96929103
483,0.5744739
484,0.97759354
485,0.8413105
486,0.98741096
487,0.5413485
488,0.97759354
489,0.9734403
490,0.9899136
491,0.9899136
492,0.9899136
493,0.98741096
494,0.7006267
495,0.9844689
496,0.9899136
497,0.9899136
498,0.9899136
499,0.97759354
501,0.9734403
502,0.9483604
503,0.95655906
504,0.5767502
505,0.98741096
506,0.97759354
507,0.9899136
508,0.9844689
509,0.5986476
510,0.5413485
511,0.9668405
512,0.9899136
513,0.9899136
514,0.9899136
515,0.9899136
516,0.9899136
517,0.9844689
518,0.97759354
519,0.97759354
520,0.97759354
521,0.97759354
522,0.9899136
523,0.93417805
524,0.97759354
525,0.9899136
526,0.7006267
527,0.97759354
528,0.97759354
529,0.82027894
530,0.982363
531,0.97759354
532,0.97759354
533,0.95655906
534,0.97759354
535,0.7006267
536,0.9899136
537,0.9899136
538,0.96929103
539,0.9734403
540,0.9899136
541,0.9844689
542,0.9734403
543,0.9097032
544,0.5767502
545,0.98741096
