ID,MOXI
1,0.97569263
2,0.9789642
3,0.99154776
4,0.9789642
5,0.99105436
6,0.99154776
7,0.99768364
8,0.97950166
9,0.9714963
10,0.9673793
11,0.98442984
12,0.9936899
13,0.9936899
14,0.3443653
15,0.9908568
16,0.99021274
17,0.99757046
18,0.9865416
19,0.97926563
20,0.973448
21,0.99252456
22,0.9789642
23,0.9790405
24,0.9875693
25,0.9865416
26,0.99550277
27,0.97682023
28,0.99522734
29,0.87023956
30,0.9789642
31,0.98776025
32,0.47601512
33,0.6505219
34,0.96140635
35,0.9646001
36,0.9875693
37,0.99768364
38,0.98962796
39,0.99105436
40,0.9875693
41,0.55612755
42,0.89821607
43,0.48181796
44,0.987107
45,0.99105436
46,0.8652814
47,0.98966366
48,0.9789642
49,0.48039746
50,0.98700494
51,0.61868787
52,0.9976388
53,0.98272574
54,0.99401194
55,0.98701906
56,0.9789642
57,0.98776025
58,0.99269146
59,0.99502015
60,0.97569263
61,0.97950166
62,0.9977404
63,0.9956019
64,0.99418205
65,0.9824432
66,0.9865416
67,0.99105436
68,0.9875693
69,0.2516616
70,0.9874933
71,0.9925248
72,0.98776025
73,0.97569263
74,0.99401194
75,0.9931553
76,0.9877188
77,0.98272574
78,0.99269146
79,0.9936899
80,0.98776025
81,0.98561645
82,0.9921944
83,0.98710465
84,0.98776025
85,0.9863333
86,0.98736435
87,0.6156699
88,0.9829915
89,0.99590635
90,0.9934
91,0.953763
92,0.9959847
93,0.97569263
94,0.018231642
95,0.98867035
96,0.9822698
97,0.9894252
98,0.93670976
99,0.9773637
100,0.46111536
101,0.9694099
102,0.9836415
103,0.3922203
104,0.48039746
105,0.111975715
106,0.97950166
107,0.9959847
108,0.67189246
109,0.9968058
110,0.98901165
111,0.46111536
112,0.9875693
113,0.9868168
114,0.64087737
115,0.020661796
116,0.73738897
117,0.111975715
118,0.97950166
119,0.9862024
120,0.9789642
121,0.39038774
122,0.97174215
123,0.9887714
124,0.5590679
125,0.018528683
126,0.9959847
127,0.87985134
128,0.97950166
129,0.79683536
130,0.6066535
131,0.9959847
132,0.018528683
133,0.8820279
134,0.79683536
135,0.9959847
136,0.9959847
137,0.97569263
138,0.9696816
139,0.46111536
140,0.94898707
141,0.9789642
142,0.6828183
143,0.9959847
144,0.9573302
145,0.985994
146,0.9899484
147,0.98796684
148,0.9272596
149,0.9890394
150,0.98461676
151,0.98969996
152,0.9934453
153,0.9883831
154,0.9890394
155,0.9883831
156,0.97807354
157,0.9888216
158,0.9940035
159,0.9879177
160,0.9694556
161,0.9240764
162,0.9912991
163,0.9771663
164,0.9951356
165,0.9755549
166,0.29535007
167,0.9717685
168,0.9938083
169,0.97988105
170,0.9912991
171,0.9879177
172,0.9890394
173,0.9755549
174,0.9875693
175,0.887925
176,0.9959847
177,0.887925
178,0.47423875
179,0.46111536
180,0.97174215
181,0.018528683
182,0.46111536
183,0.9933282
184,0.9890394
185,0.9912991
186,0.9899484
187,0.66136104
188,0.9977405
189,0.9770145
190,0.9755549
191,0.9899484
192,0.97740436
193,0.7998627
194,0.7998627
195,0.9770145
196,0.6635233
197,0.9755549
628,0.9058026
805,0.984783
809,0.40162614
816,0.966471
826,0.9789642
841,0.9891629
847,0.9064616
893,0.9944851
951,0.9875693
952,0.9264425
953,0.9935114
954,0.97893035
955,0.97240025
956,0.9785872
957,0.9868168
958,0.9875693
959,0.9932715
960,0.97403044
961,0.9875693
962,0.9877765
963,0.9868168
964,0.9858586
965,0.52195376
966,0.96981376
967,0.9875693
968,0.96996886
969,0.9858586
970,0.9875693
971,0.9858586
972,0.9858586
973,0.9858586
974,0.9858366
975,0.9952362
976,0.9875693
977,0.9934453
978,0.96996886
979,0.9875693
980,0.9015971
981,0.96996886
982,0.9868168
983,0.97197706
984,0.96996886
985,0.99133
986,0.9858366
987,0.96996886
988,0.9877765
989,0.97546357
990,0.9858586
991,0.9773555
992,0.9868168
