ID,OFLX
1,0.9215234790067857
2,0.8261803704386304
3,0.9202878426540987
4,0.9187286092488558
5,0.9596638367474449
6,0.9202878426540987
7,0.9650128434453151
8,0.7689895391799385
9,0.938698161824487
10,0.8873917725225062
11,0.9489495155482668
12,0.9398620639424666
13,0.9507617011188094
14,0.6397072377824806
15,0.943698024997658
16,0.9410207334322392
17,0.9786156369104613
18,0.8970621355697338
19,0.9682224079342565
20,0.9773358218634812
21,0.9557679453532383
22,0.9187286092488558
23,0.919492928930867
24,0.9360184641400803
25,0.9076699824286069
26,0.9667293162773106
27,0.9452543474994665
28,0.8864292043401018
29,0.8660330532537863
30,0.8586949616687317
31,0.947157568256103
32,0.5508919227570405
33,0.7020787649885002
34,0.9701436853032019
35,0.9030383084725812
36,0.9434724634666348
37,0.9650128434453151
38,0.9690968637372694
39,0.9596638367474449
40,0.9286527162451751
41,0.8563996769323289
42,0.9495627797514857
43,0.7791734702675374
44,0.9773805012704905
45,0.9557504306472075
46,0.787004914231764
47,0.9771341721859634
48,0.9187286092488558
49,0.594821641990909
50,0.9164279518783087
51,0.9498816958730628
52,0.9628624293085758
53,0.9386729144338459
54,0.8502980873516309
55,0.991118289100475
56,0.9348703244936053
57,0.947157568256103
58,0.9668677929736965
59,0.9502109327973934
60,0.9249332170149309
61,0.7311845971449498
62,0.9101178515651336
63,0.970119082232063
64,0.968892107882392
65,0.9644319824163649
66,0.9187017279543154
67,0.9532275575566326
68,0.9434724634666348
69,0.5420179651268873
70,0.9494571441037604
71,0.9341823843598689
72,0.8894508370322266
73,0.9522351270356412
74,0.9169322457844296
75,0.9557514841271907
76,0.9333611580678771
77,0.9386729144338459
78,0.9637277657903612
79,0.9360597644291124
80,0.9644484509562273
81,0.9595192960302656
82,0.931804307685639
83,0.9499873247018016
84,0.9680519728948688
85,0.934192237015982
86,0.9612839863020276
87,0.9575578121544605
88,0.9636891973501733
89,0.9713618451627807
90,0.9527138241241845
91,0.8725305988648587
92,0.9426513584570775
93,0.9172272278063176
94,0.5592682374869953
95,0.8525993891034286
96,0.8348302704466237
97,0.9448002300901781
98,0.9067118124735549
99,0.9724445369151457
100,0.9290850645392659
101,0.9433692042169685
102,0.9741591694113776
103,0.8892353305775914
104,0.6522010506024369
105,0.6579619075780135
106,0.9032190755923581
107,0.9372311709717334
108,0.9611084764264988
109,0.9518516530302544
110,0.9655789051426188
111,0.9290850645392659
112,0.9500082184765634
113,0.9855230636846832
114,0.7077940905591026
115,0.7276131368444086
116,0.6840387259484262
117,0.6579619075780135
118,0.9032190755923581
119,0.9177197536481295
120,0.9104937533553478
121,0.3148081313085789
122,0.958857094675295
123,0.9344567952106996
124,0.8774669739648094
125,0.7284211647931148
126,0.9372311709717334
127,0.8541902341211894
128,0.9032190755923581
129,0.6628447378806015
130,0.7239089806026497
131,0.9372311709717334
132,0.7284211647931148
133,0.7021638344120947
134,0.6628447378806015
135,0.9372311709717334
136,0.9372311709717334
137,0.9483922990095096
138,0.881801272642467
139,0.9290850645392659
140,0.904199974466351
141,0.9187286092488558
142,0.8615581382739833
143,0.9372311709717334
144,0.9551446733897284
145,0.9771028995548456
146,0.9529735944848468
147,0.9798171466306083
148,0.9409389844146769
149,0.9622284345696064
150,0.9690860658076444
151,0.9909161052278187
152,0.9569435419837051
153,0.9627148694843982
154,0.9622284345696064
155,0.9627148694843982
156,0.9694289662913537
157,0.9781486489306929
158,0.9623607940029494
159,0.9528627502554053
160,0.9780122518284677
161,0.9784733161842418
162,0.9673961629129059
163,0.9678849430668215
164,0.9680890115082186
165,0.9414577615997046
166,0.44364455342910514
167,0.9579665641709525
168,0.9610046909152732
169,0.9450724502821942
170,0.9673961629129059
171,0.951779309578005
172,0.9755611539958219
173,0.9536714294214971
174,0.9500082184765634
175,0.7177378327864928
176,0.9372311709717334
177,0.8350110746856307
178,0.4677100566673645
179,0.9290850645392659
180,0.9536325271979638
181,0.7284211647931148
182,0.9290850645392659
183,0.981192588214726
184,0.9600500520290377
185,0.9673961629129059
186,0.9529735944848468
187,0.8853142463982181
188,0.9566248589715306
189,0.9508174061353104
190,0.9414577615997046
191,0.9529735944848468
192,0.9843942608092779
193,0.9746061902988087
194,0.9746061902988087
195,0.9511772723026826
196,0.9673258989487997
197,0.9333527829504711
198,0.930517060283845
200,0.9294370114983442
202,0.9276673651926155
204,0.930517060283845
206,0.9780579615156526
208,0.8995800035996943
212,0.958895068826399
213,0.9887575722191602
215,0.9708172417123807
216,0.972210884343837
217,0.8860161670583726
218,0.9733742172562232
219,0.897078817530128
220,0.9602436741778523
221,0.8566013634655769
222,0.9666479415879965
224,0.9715189371055459
227,0.8045605833186095
228,0.9523691469927476
231,0.8966625392392528
232,0.980061265007305
234,0.7928379279930785
235,0.9716411344996112
236,0.9833802620660786
238,0.9733742172562232
239,0.8080282958474101
240,0.9604602105670209
242,0.9360391261734763
243,0.9574912111910062
244,0.9509801551400758
245,0.9360391261734763
247,0.9463725587852613
251,0.9181573582751865
256,0.6783830498782266
257,0.9826837769688536
258,0.9699921648538145
259,0.7625612716312055
262,0.9821674062628839
263,0.9826806388444393
264,0.9498976956428005
266,0.970434441092421
267,0.9855230636846832
270,0.8198483748584169
271,0.9565218412913721
272,0.9463725587852613
278,0.9430556806414608
279,0.9863241317066639
280,0.8994965120604962
281,0.9780579615156526
287,0.9695791507776282
289,0.9819122594421724
290,0.9743011541657363
296,0.9010934615184699
302,0.9359581941812332
307,0.9601605511099308
316,0.9316700275066224
319,0.9476813748384317
320,0.9649441230912563
325,0.9635947341408585
333,0.9803123330347938
345,0.9840123759520514
352,0.9756180497041675
356,0.9317467658244397
363,0.9809451832091709
372,0.8003881195058874
380,0.9762900807466927
381,0.9564153282218892
388,0.9726549604460814
392,0.9614348433361244
398,0.9669700815028568
413,0.9856757611595858
422,0.9856757611595858
431,0.9787205204843016
455,0.9667092610334325
467,0.9811446988458625
483,0.8860161670583726
485,0.9463259882335517
488,0.9524088784816109
498,0.9758821444261642
503,0.9695248026388588
509,0.957336839856121
510,0.9785598197781896
524,0.9667092610334325
541,0.9809451832091709
543,0.9549293368483148
549,0.9897470384159759
554,0.8198483748584169
559,0.966292888323944
565,0.9695633222166681
567,0.9347065558440217
576,0.9538246325122182
579,0.9657229183682914
588,0.9782830758936366
598,0.8276562458931134
599,0.9767630186488038
601,0.9726549604460814
603,0.9624134877417597
628,0.9737740191265161
631,0.946350865087953
632,0.9675471152520836
633,0.9702627122813835
634,0.9556844279486189
635,0.9185315510238629
636,0.9644614284689924
637,0.8937665379844804
638,0.9634901256894854
639,0.6671799955414415
640,0.9731359548579815
641,0.7277264155932138
642,0.931275899820692
643,0.9058528152589167
644,0.874210237628447
645,0.9500082184765634
646,0.9459260956120371
647,0.9659563068141251
648,0.8790774313730956
649,0.9516560734176297
650,0.9189140264030462
651,0.7477591389841268
652,0.8971732574995198
653,0.92881307490449
654,0.9310579566749536
655,0.8317464345724904
656,0.9669700815028568
657,0.9459260956120371
658,0.9189140264030462
659,0.71903272173321
