ID,STR
198,0.9550586
199,0.782402
200,0.08992005
201,0.95220727
202,0.02509716
203,0.7985887
204,0.9550586
205,0.99075073
206,0.9902705
207,0.9960068
208,0.012919604
209,0.99645424
210,0.97030073
211,0.99645424
212,0.04260369
213,0.13207896
214,0.8674316
215,0.12542345
216,0.8292514
217,0.031632576
218,0.06928368
219,0.20206109
220,0.99695337
221,0.0076109823
222,0.2139123
223,0.04931044
224,0.81645894
225,0.9884581
226,0.99479866
227,0.28136337
228,0.9615506
229,0.9976145
230,0.9787744
231,0.09961081
232,0.046496462
233,0.9956585
234,0.11626392
235,0.6912047
236,0.86717325
237,0.9950741
238,0.06928368
239,0.19686699
240,0.9930922
241,0.99487865
242,0.5081872
243,0.95153016
244,0.7348761
245,0.5081872
246,0.9556936
247,0.86044914
248,0.9894688
249,0.9904508
250,0.52798283
251,0.010986238
252,0.97949994
253,0.9976145
254,0.9774743
255,0.52798283
256,0.015979564
257,0.08732933
258,0.00971815
259,0.0871867
260,0.9927013
261,0.99021894
262,0.9493712
263,0.029432992
264,0.9845961
265,0.99260336
266,0.9810932
267,0.9958727
268,0.9939406
269,0.99241966
270,0.014302383
271,0.9873482
272,0.86044914
273,0.98653585
274,0.9912929
275,0.9764024
276,0.9939406
277,0.9764024
278,0.99136764
279,0.878795
280,0.71335095
281,0.9902705
282,0.9976145
283,0.97949994
284,0.97949994
285,0.9976145
286,0.97820866
287,0.99059665
288,0.97949994
289,0.9661421
290,0.9189387
291,0.9949757
292,0.99629456
293,0.76531804
294,0.9475226
296,0.9843796
297,0.95984364
298,0.99791116
299,0.8294461
300,0.96775895
301,0.97949994
302,0.6593729
303,0.985458
304,0.9912929
305,0.9978775
306,0.98667264
307,0.6657538
308,0.97949994
309,0.9752803
310,0.994561
311,0.99560165
312,0.9475226
313,0.24024038
314,0.99239606
315,0.9976145
316,0.99074405
317,0.9774743
318,0.97949994
319,0.16962864
320,0.61736435
321,0.99241966
322,0.97949994
323,0.990444
324,0.97949994
325,0.93680245
326,0.5576685
327,0.9771649
328,0.9450166
329,0.99239606
330,0.96601295
331,0.9825782
332,0.9774743
333,0.8046708
334,0.99239606
335,0.9976145
336,0.92657757
337,0.9945404
338,0.9933302
339,0.98658514
340,0.9904508
341,0.9764024
342,0.97949994
343,0.9809964
344,0.996545
345,0.9961754
346,0.9956585
347,0.9699286
348,0.9862416
349,0.9944002
350,0.99123985
351,0.9876829
352,0.8293709
353,0.9976145
354,0.9843382
355,0.97949994
356,0.3918731
357,0.99224114
358,0.31932044
359,0.9958727
360,0.9882811
361,0.993002
362,0.31932044
363,0.9927013
364,0.99239606
365,0.48215568
366,0.9774743
367,0.9897349
368,0.98436385
369,0.9960068
370,0.98434675
371,0.9912929
372,0.986445
373,0.9970625
374,0.9956585
375,0.98947144
376,0.96806765
377,0.9958727
378,0.26703787
379,0.45596755
380,0.7621247
381,0.9604893
383,0.9774743
384,0.9581117
385,0.9978775
386,0.82762545
387,0.994584
388,0.97720623
389,0.9894688
390,0.98349416
391,0.27424777
392,0.09475396
393,0.98253816
394,0.78476614
395,0.9943241
396,0.9976145
397,0.9902705
398,0.9956585
399,0.9956585
400,0.9958727
401,0.9828112
402,0.9956585
403,0.9897349
404,0.9939406
405,0.97949994
406,0.9941659
407,0.9956585
408,0.96225476
409,0.97949994
410,0.97949994
411,0.9956585
412,0.99450713
413,0.98659027
415,0.9951508
416,0.973644
417,0.9978775
418,0.99487865
419,0.99724835
420,0.98658514
421,0.98522305
422,0.98659027
423,0.9843382
424,0.994584
425,0.9141564
426,0.9604893
427,0.97949994
428,0.97077537
429,0.95967025
430,0.9672915
431,0.99068075
432,0.9604893
433,0.9953492
435,0.9475226
436,0.96375495
437,0.9978775
438,0.98816806
439,0.9950741
440,0.9931184
441,0.9843382
442,0.90729094
443,0.97949994
444,0.99021894
445,0.99487865
446,0.97949994
447,0.99728906
448,0.9944002
449,0.9976145
450,0.97949994
451,0.99487865
452,0.98653585
453,0.9951255
454,0.99115866
455,0.9976145
456,0.99487865
457,0.99239606
458,0.98901445
459,0.9976145
460,0.88646775
461,0.9934151
462,0.9956585
463,0.99239606
464,0.9953982
465,0.9958727
466,0.9845733
467,0.9840037
468,0.99119383
469,0.9902705
470,0.99306184
471,0.99241966
472,0.9902705
473,0.9553888
474,0.9820405
475,0.96524954
476,0.985458
477,0.15450151
478,0.9958727
479,0.99144346
480,0.98795193
481,0.9931184
482,0.99487865
483,0.031632576
484,0.98658514
485,0.651886
486,0.9956585
487,0.9787845
488,0.9960156
489,0.9958727
490,0.98795193
491,0.97949994
492,0.97949994
493,0.9956585
494,0.9425273
495,0.9894688
496,0.9953982
497,0.9960068
498,0.9843382
499,0.9976145
501,0.994584
502,0.9663517
503,0.9764024
504,0.4278165
505,0.9944582
506,0.9976145
507,0.9960068
508,0.9902705
509,0.94609606
510,0.9791559
511,0.9934303
512,0.99463487
513,0.9960068
514,0.98795193
515,0.9843382
516,0.97949994
517,0.9964355
518,0.99133885
519,0.9976145
520,0.97528106
521,0.9976145
522,0.97949994
523,0.82077074
524,0.9976145
525,0.9557775
526,0.9049736
527,0.9976145
528,0.99306184
529,0.95524925
530,0.9912929
531,0.98658514
532,0.9976145
533,0.99599445
534,0.9977068
535,0.81339437
536,0.97949994
537,0.97949994
538,0.99487865
539,0.9958727
540,0.9652253
541,0.9927013
542,0.9958727
543,0.77609956
544,0.8294461
545,0.9957273
546,0.99148
547,0.9907611
548,0.9976145
549,0.95741034
550,0.95741034
551,0.9843382
552,0.98389536
553,0.9958727
554,0.014302383
555,0.99154836
556,0.9944002
557,0.9931913
558,0.9953982
559,0.9845595
560,0.99243975
561,0.9685697
562,0.99598676
563,0.9945404
564,0.94153786
565,0.99487865
566,0.98407817
567,0.08313588
568,0.9976145
569,0.9901815
571,0.9978775
572,0.8984965
573,0.99482626
574,0.99241966
575,0.51122475
576,0.19735278
577,0.9969284
578,0.99239606
579,0.89028573
580,0.9953982
581,0.98808694
582,0.99218166
583,0.95507205
584,0.9444389
585,0.99071187
586,0.9927013
587,0.99599445
588,0.9890085
589,0.9958727
590,0.9532401
591,0.99306184
592,0.9614196
593,0.9976145
594,0.994584
595,0.9976145
596,0.97949994
597,0.9774743
598,0.022011222
599,0.89299256
600,0.97949994
601,0.97720623
602,0.9843382
603,0.9599496
604,0.92354184
605,0.9908789
606,0.9952662
607,0.9896359
609,0.9950852
610,0.52798283
611,0.9940601
612,0.9940601
613,0.9940601
614,0.9940601
615,0.9940601
616,0.9940601
617,0.9940601
618,0.9940601
619,0.9940601
620,0.9940601
621,0.9940601
622,0.9940601
623,0.9940601
624,0.9940601
625,0.9940601
626,0.9940601
627,0.9940601
631,0.9916039
632,0.99485224
633,0.9525931
634,0.89020365
635,0.29341227
636,0.031624578
637,0.06664603
638,0.9556936
639,0.4647658
640,0.4137119
641,0.024817377
642,0.4388505
643,0.87162924
644,0.9770314
645,0.97949994
646,0.025614325
647,0.23675138
648,0.16019988
649,0.053448625
650,0.95785373
651,0.19741191
652,0.37823692
653,0.1615207
654,0.02711226
655,0.5519146
656,0.9956585
657,0.025614325
658,0.95785373
659,0.25203314
660,0.4566224
661,0.14266291
662,0.97949994
663,0.68075997
664,0.16553175
665,0.714289
666,0.027794192
667,0.09475396
668,0.06873906
669,0.07361965
670,0.02406307
671,0.026853638
672,0.87914836
673,0.1913243
674,0.023659596
675,0.094125524
676,0.057845294
677,0.9949239
678,0.99629456
679,0.9958727
680,0.567046
681,0.11819549
682,0.6499471
683,0.9801952
684,0.45879436
685,0.82115746
686,0.048001066
687,0.9958897
688,0.9958897
689,0.45879436
690,0.97949994
691,0.97949994
692,0.016401833
693,0.9615506
694,0.049758688
