ID,PZA
1,0.97484905
2,0.16161641
3,0.6806736
4,0.04122345
5,0.49487802
6,0.6806736
7,0.99231625
8,0.93678194
9,0.45740858
10,0.9474771
11,0.9922455
12,0.025603248
13,0.037111618
14,0.9585883
15,0.92040014
16,0.97347623
17,0.99242204
18,0.8279471
19,0.9513427
20,0.9887736
21,0.982765
22,0.04122345
23,0.9827307
24,0.5814981
25,0.82813954
26,0.9833592
27,0.7077925
28,0.5490498
29,0.29914352
30,0.7737224
31,0.6226019
32,0.27537552
33,0.54363
34,0.9806521
35,0.24451274
36,0.9261376
37,0.99231625
38,0.95149887
39,0.49487802
40,0.646419
41,0.8257063
42,0.2085646
43,0.34896326
44,0.9826818
45,0.6837675
46,0.8070991
47,0.9358605
48,0.04122345
49,0.08525542
50,0.32155618
51,0.9704564
52,0.93735516
53,0.022312306
54,0.5344226
55,0.8478659
56,0.15502088
57,0.6226019
58,0.4985322
59,0.6555157
60,0.7576744
61,0.56787616
62,0.9754464
63,0.395009
64,0.930274
65,0.9663548
66,0.9730662
67,0.5507363
68,0.9261376
69,0.53182936
70,0.01687873
71,0.89475405
72,0.9406443
73,0.5872229
74,0.5894273
75,0.9182078
76,0.055828683
77,0.022312306
78,0.009010608
79,0.029483076
80,0.9909836
81,0.9918268
82,0.9859291
83,0.2824936
84,0.9935427
85,0.49383992
86,0.5601292
87,0.121111795
88,0.109336674
89,0.9663835
90,0.5073749
91,0.49254254
92,0.2975078
93,0.03901745
94,0.9263561
95,0.96206266
96,0.9666939
103,0.9677656
123,0.027205445
126,0.15931661
131,0.15931661
132,0.47964656
144,0.9809807
145,0.967923
146,0.48966992
147,0.97709864
148,0.1634285
149,0.7314005
150,0.4213765
151,0.96902174
152,0.99300075
153,0.89217615
154,0.7314005
155,0.89217615
156,0.98277414
157,0.93421966
158,0.16227838
159,0.22081193
160,0.82856363
161,0.34310356
162,0.90005684
163,0.19103318
164,0.9542828
165,0.94506335
166,0.475813
167,0.9230189
168,0.32155865
169,0.93977654
170,0.90005684
171,0.40384045
172,0.50654364
173,0.978937
175,0.5105401
181,0.47964656
183,0.31888503
184,0.6656857
185,0.90005684
186,0.48966992
187,0.7715786
188,0.98589075
189,0.99376947
190,0.94506335
191,0.48966992
192,0.9910858
193,0.16523053
194,0.16523053
195,0.99796957
196,0.30236197
197,0.89831364
199,0.9916065
200,0.14105953
201,0.96824765
202,0.06961094
204,0.92514175
205,0.9939494
206,0.9900191
207,0.99710983
208,0.8029044
209,0.9875559
211,0.9875559
212,0.96149826
213,0.980098
214,0.98488337
215,0.9520402
217,0.35098284
218,0.9492411
219,0.9585865
220,0.99056786
221,0.7752025
222,0.9717552
223,0.70953315
224,0.9721592
225,0.9919002
226,0.99495834
227,0.08978525
228,0.9909247
229,0.98119503
230,0.9981622
231,0.87993103
232,0.03475528
233,0.99737716
234,0.68367964
236,0.9980122
237,0.9976108
238,0.9492411
239,0.57102257
240,0.9947196
241,0.99347126
242,0.9702618
243,0.9957141
244,0.99614346
245,0.9702618
246,0.9382265
247,0.98533165
248,0.99574465
249,0.99604213
250,0.9926934
251,0.9740209
252,0.9445314
253,0.98119503
254,0.9969152
255,0.9926934
256,0.7403553
258,0.93995506
259,0.9897497
260,0.99630004
261,0.99610883
262,0.79055864
263,0.9218582
264,0.99250484
265,0.99350363
266,0.99691135
267,0.99598724
268,0.9955454
269,0.9981183
271,0.99555236
272,0.98533165
273,0.995274
274,0.9950211
275,0.99310774
276,0.9955454
277,0.99310774
278,0.9485118
279,0.9454522
280,0.94800425
281,0.9900191
282,0.98119503
283,0.9445314
284,0.9445314
285,0.98119503
286,0.98762494
287,0.9957599
288,0.9445314
289,0.98421174
290,0.98471004
291,0.99300075
292,0.99513125
293,0.9912396
294,0.9909225
295,0.9952803
296,0.99149454
297,0.9983903
298,0.98106396
299,0.9839886
300,0.9788633
301,0.9445314
302,0.58880913
303,0.99694234
304,0.9941004
305,0.9966767
306,0.99716896
307,0.98928493
308,0.9445314
309,0.87624365
310,0.99657553
311,0.99220955
312,0.9909225
313,0.99636745
314,0.9981622
315,0.98119503
316,0.9958942
317,0.9969152
318,0.9445314
319,0.97341067
320,0.9713002
321,0.9981183
322,0.9445314
323,0.9911214
324,0.9445314
325,0.9830579
326,0.9930119
327,0.9977574
328,0.9871492
329,0.9981622
330,0.9974137
331,0.9963206
332,0.9969152
333,0.9940036
334,0.9981622
335,0.98119503
336,0.9965412
337,0.9976108
338,0.9953023
339,0.9927382
340,0.99604213
341,0.99310774
342,0.9445314
343,0.9949951
344,0.99329466
345,0.9876935
346,0.99737716
347,0.9714755
348,0.9874313
349,0.9777361
350,0.9743804
351,0.9974137
352,0.9719193
353,0.98119503
354,0.9981622
355,0.9445314
356,0.99384046
357,0.99683386
358,0.9731014
359,0.99598724
360,0.985919
361,0.99043477
362,0.9731014
364,0.9981622
365,0.989677
366,0.9969152
367,0.99848324
368,0.99446577
369,0.99710983
370,0.935558
371,0.9950211
372,0.9915671
373,0.9928254
374,0.99737716
375,0.98773104
376,0.99721766
377,0.99598724
378,0.9832614
379,0.9978436
380,0.95551
381,0.9950052
382,0.9976108
383,0.9969152
384,0.9970752
385,0.9966767
386,0.9945523
387,0.9965203
388,0.99539596
389,0.99574465
390,0.99410796
391,0.9599638
392,0.96332234
393,0.9976599
394,0.9462394
395,0.993341
396,0.98119503
397,0.9900191
398,0.99737716
399,0.99737716
400,0.99598724
401,0.99705744
402,0.99737716
403,0.99848324
404,0.9955454
405,0.9445314
406,0.9968976
407,0.99737716
408,0.98782504
409,0.9445314
410,0.9445314
411,0.99737716
412,0.99477816
413,0.99307984
415,0.9521661
416,0.9800899
417,0.9966767
418,0.99347126
419,0.99634665
420,0.9927382
421,0.9957212
422,0.99307984
423,0.9981622
424,0.9965203
425,0.9925069
426,0.9950052
427,0.9445314
428,0.9978516
429,0.9913338
430,0.97507817
431,0.9921591
432,0.9950052
433,0.9919517
435,0.9909225
436,0.9923678
437,0.9966767
438,0.9803955
439,0.9976108
440,0.99312407
441,0.9981622
442,0.99766505
443,0.9445314
444,0.99610883
445,0.99347126
446,0.9445314
447,0.9927545
448,0.9777361
449,0.98119503
450,0.9445314
451,0.99347126
452,0.995274
453,0.8841872
454,0.9741692
455,0.98119503
456,0.99347126
457,0.9981622
458,0.99308807
459,0.98119503
460,0.9962251
461,0.9919493
462,0.99737716
463,0.9981622
464,0.9973968
465,0.99598724
466,0.9967943
467,0.9917408
468,0.99702924
469,0.9900191
470,0.9907607
471,0.9981183
472,0.9900191
473,0.99525756
474,0.9761939
475,0.9895437
476,0.99694234
477,0.9956987
478,0.99598724
479,0.9976804
480,0.9957963
481,0.9971541
482,0.99347126
483,0.35098284
484,0.9927382
485,0.9933623
486,0.99737716
487,0.982602
488,0.99451387
489,0.99598724
490,0.9957963
491,0.9445314
492,0.9445314
493,0.99737716
494,0.99634844
495,0.99574465
496,0.9973968
497,0.99710983
498,0.9981622
499,0.98119503
500,0.96456015
501,0.9965203
502,0.99731714
503,0.99310774
504,0.989002
505,0.9966286
506,0.98119503
507,0.99710983
508,0.9900191
509,0.97495395
510,0.98813754
511,0.99632996
512,0.9970355
513,0.99710983
514,0.9957963
515,0.9981622
516,0.9445314
517,0.9830798
518,0.9951096
519,0.98119503
520,0.9944248
521,0.98119503
522,0.9445314
523,0.99313873
524,0.98119503
525,0.9911844
526,0.9745377
527,0.98119503
528,0.9907607
529,0.993793
530,0.9950211
531,0.9927382
532,0.98119503
533,0.9951793
534,0.99456537
535,0.9931645
536,0.9445314
537,0.9445314
538,0.99347126
539,0.99598724
540,0.9486785
541,0.99630004
542,0.99598724
543,0.98920584
544,0.9839886
545,0.99365085
546,0.98586816
547,0.89217615
548,0.98119503
549,0.9169298
550,0.9169298
551,0.9981622
552,0.9974166
553,0.99598724
555,0.9955348
556,0.9777361
557,0.9969164
558,0.9973968
559,0.99312854
560,0.9971311
561,0.99339795
562,0.99131256
563,0.9976108
564,0.99691784
565,0.99347126
566,0.9922742
567,0.99160963
568,0.98119503
569,0.9953831
570,0.98488337
571,0.9966767
572,0.96056384
573,0.99609286
574,0.9981183
575,0.86377287
576,0.8450902
577,0.99692243
578,0.9981622
579,0.96557397
580,0.9973968
581,0.9887706
582,0.99699855
583,0.99534154
584,0.9630434
585,0.99411964
586,0.99630004
587,0.9951793
588,0.9966047
589,0.99598724
590,0.99528366
591,0.9907607
592,0.9980854
593,0.98119503
594,0.9965203
595,0.98119503
596,0.9445314
597,0.9969152
599,0.94252807
600,0.9445314
601,0.99539596
602,0.9981622
603,0.99705195
604,0.9952803
605,0.9973707
606,0.9969863
607,0.9970624
608,0.9747482
609,0.99799
610,0.9926934
612,0.99456537
613,0.99456537
614,0.99456537
615,0.99456537
616,0.99456537
617,0.99456537
618,0.99456537
619,0.99456537
620,0.99456537
621,0.99456537
622,0.99456537
623,0.99456537
624,0.99456537
625,0.99456537
626,0.99456537
627,0.99456537
628,0.9935098
630,0.99451387
793,0.99820924
794,0.99632156
795,0.9964193
796,0.9969717
797,0.9967527
798,0.99621236
799,0.99754024
800,0.99042493
801,0.9938498
802,0.9647319
803,0.9941397
804,0.9687057
805,0.9824348
806,0.9966286
807,0.9961308
808,0.99483335
809,0.9917319
810,0.9940375
811,0.96590215
812,0.99610424
813,0.9974191
814,0.99084103
815,0.98330355
816,0.9767503
817,0.9957859
818,0.8721328
819,0.99539596
820,0.98906416
821,0.98119503
822,0.99398106
823,0.9963019
824,0.99417686
825,0.9783692
826,0.8111511
827,0.99737716
828,0.99737716
829,0.9750656
830,0.98144126
831,0.9446816
832,0.99737716
833,0.99710983
834,0.98119503
835,0.99194545
836,0.9962752
837,0.99723935
838,0.99739504
839,0.9951696
840,0.99737716
841,0.97760713
842,0.9656804
843,0.99719465
844,0.9916956
845,0.9958703
846,0.99056786
847,0.952108
848,0.98490787
849,0.9964413
850,0.9968656
851,0.99737716
852,0.99737716
853,0.98633677
854,0.99068844
855,0.99448216
856,0.9893562
858,0.9951793
859,0.99365497
860,0.9955454
861,0.2928512
862,0.9961396
863,0.98119503
864,0.99737716
865,0.9937039
866,0.9924759
867,0.9981517
868,0.96590215
869,0.98090017
870,0.9736311
871,0.99626535
872,0.96590215
873,0.98932743
874,0.9911214
875,0.7453537
876,0.99737716
877,0.99365085
878,0.9650782
879,0.98119503
880,0.9974137
881,0.9916962
882,0.99737716
883,0.9970196
884,0.983417
885,0.9973214
886,0.9957963
887,0.9562426
888,0.99710983
889,0.9679031
890,0.9707873
891,0.96590215
892,0.98119503
893,0.993895
894,0.99495333
895,0.9947919
896,0.98088354
897,0.96590215
898,0.98119503
899,0.99737716
900,0.99362844
901,0.9910477
902,0.9969524
903,0.99462235
904,0.98874193
905,0.99418056
906,0.9894833
907,0.99434185
908,0.9950676
909,0.998162
910,0.99576926
911,0.9966846
912,0.9978902
913,0.996912
914,0.99434185
915,0.9977028
916,0.9976338
917,0.9923496
918,0.9978167
919,0.9939937
920,0.99697065
921,0.9948336
922,0.99725693
923,0.99189526
924,0.99261224
925,0.998162
926,0.9970396
927,0.9960514
928,0.9654207
929,0.99813443
930,0.99402845
931,0.99764
932,0.9917509
933,0.99654526
934,0.9974572
935,0.99680305
936,0.9970687
937,0.15800186
938,0.6890209
939,0.45974448
940,0.99798846
941,0.9935569
942,0.9982133
943,0.99206686
944,0.998162
945,0.99660194
946,0.99562955
947,0.9973189
948,0.9973049
949,0.99576926
950,0.996831
951,0.97458255
952,0.04475312
953,0.9972494
954,0.98903346
955,0.98684245
956,0.94014484
957,0.830235
958,0.9918916
959,0.9893237
960,0.8836911
961,0.99217343
962,0.96590215
963,0.9961855
964,0.9951793
965,0.9955994
966,0.9975949
967,0.90340805
968,0.9885006
969,0.9966534
970,0.90340805
971,0.98119503
972,0.9822229
973,0.98119503
974,0.9927222
975,0.99650085
976,0.9445314
977,0.99300075
978,0.95833683
979,0.96027887
980,0.99311584
981,0.9155575
982,0.9392802
983,0.95731854
984,0.9155575
985,0.98841757
986,0.99042493
987,0.95833683
988,0.97684014
989,0.71869236
990,0.99240017
991,0.9109488
992,0.9392802
993,0.99562305
995,0.99737716
996,0.99678016
997,0.99562305
998,0.9903504
999,0.99310994
1000,0.99056786
