ID,MOXI
1,0.9997780075162701
2,0.9996621522012906
3,0.9999094764652583
4,0.9995528163361789
5,0.999588241099049
6,0.9999094764652583
7,0.9999994173027802
8,0.999878745457847
9,0.9995533546124068
10,0.9999509114331295
11,0.99997425695771
12,0.999433833522323
13,0.9998986986051777
14,0.999870914448777
15,0.9956729492770676
16,0.9999974268634005
17,0.9999897758795395
18,0.9999576606564632
19,0.9982998920930392
20,0.9988527921683082
21,0.9999902247922071
22,0.9995528163361789
23,0.9999983610121348
24,0.9998668581063086
25,0.9999779485712491
26,0.9999988922719185
27,0.9999708176844132
28,0.9999964567473872
29,0.9971592359770306
30,0.9998465291629572
31,0.9999279053746444
32,0.0015002658985789378
33,0.2701783279647268
34,0.999918515585042
35,0.997444566766629
36,0.9982315641237822
37,0.9999994173027802
38,0.9999974782184096
39,0.999588241099049
40,0.9997512441461828
41,0.9996009000152118
42,0.9999918270848897
43,0.9952525815530042
44,0.9999846491186509
45,0.9997108568623895
46,0.5656980528639349
47,0.9997374139074816
48,0.9995528163361789
49,0.01850805741077947
50,0.9974083386619609
51,0.9809936100722628
52,0.9999989501020118
53,0.9994694273723015
54,0.999985934418295
55,0.99998571941599
56,0.9998926065128614
57,0.9999279053746444
58,0.9998643922874548
59,0.9999280525043934
60,0.9961407641717915
61,0.9997330622108909
62,0.9999959906822027
63,0.9999975300656306
64,0.9999623344821409
65,0.999999741169446
66,0.9999807700200326
67,0.9990952879285868
68,0.9982315641237822
69,0.004517052246212612
70,0.9995502702237018
71,0.9999989555200237
72,0.9998871983893675
73,0.9996795826159804
74,0.9999808264103186
75,0.999763735342882
76,0.9997861552940716
77,0.9994694273723015
78,0.9998753536252402
79,0.9996024113088006
80,0.9998136597645783
81,0.9993293860244189
82,0.9999756688045048
83,0.9999806887529263
84,0.9997346276401434
85,0.9993228329254394
86,0.9987543335626957
87,0.42112727514490544
88,0.9999892791882984
89,0.9999994581385502
90,0.9999613777539865
91,0.951586518407016
92,0.9999948686608643
93,0.999557534362371
94,6.380978594954152e-05
95,0.9999733621857404
96,0.9982605396264556
97,0.9998607987131843
98,0.9994065144137118
99,0.9996819532103494
100,0.8268814304402232
101,0.9998655413205159
102,0.9988189272097885
103,0.803693063008255
104,0.03986411488343189
105,0.23591093630005985
106,0.9993532595437009
107,0.9999904117889871
108,0.9913626746100642
109,0.9999956452369202
110,0.9999053757679721
111,0.8268814304402232
112,0.9980763268974663
113,0.9999653662704638
114,0.8098055081642591
115,0.007282270493816444
116,0.903522454431728
117,0.23591093630005985
118,0.9993532595437009
119,0.9997718700981154
120,0.9986012590642183
121,0.11658518235195374
122,0.9999436037928994
123,0.9998999768849022
124,0.9873020740698326
125,0.0016444076018257445
126,0.9999904117889871
127,0.9650850060299013
128,0.9993532595437009
129,0.8906441339745953
130,0.05636223246761264
131,0.9999904117889871
132,0.0016444076018257445
133,0.9944236546660551
134,0.8906441339745953
135,0.9999904117889871
136,0.9999904117889871
137,0.9994014450574232
138,0.9999535711588019
139,0.8268814304402232
140,0.9973561697448196
141,0.9995528163361789
142,0.981846260068984
143,0.9999904117889871
144,0.9913934583552506
145,0.9984838630092949
146,0.9992082220067221
147,0.9907993604638937
148,0.9980374592935459
149,0.9994145351326623
150,0.9998506917345723
151,0.9989401570110412
152,0.9997274500196597
153,0.9997227778146437
154,0.9994145351326623
155,0.9997227778146437
156,0.999930590074255
157,0.9999010854301035
158,0.9998700211634918
159,0.9986269825396428
160,0.9997836480579023
161,0.9900869720581572
162,0.9991958319435869
163,0.99795364951051
164,0.9999973384810974
165,0.9947344406430004
166,0.08681543249685021
167,0.9954879001145333
168,0.9996828757520464
169,0.9989997275319663
170,0.9991958319435869
171,0.9969464803519343
172,0.9993848630338527
173,0.9976016134683677
174,0.9980763268974663
175,0.969139429190382
176,0.9999904117889871
177,0.9535364738558325
178,0.043710237018991016
179,0.8268814304402232
180,0.9996617749257757
181,0.0016444076018257445
182,0.8268814304402232
183,0.999928017375271
184,0.9986966984798741
185,0.9991958319435869
186,0.9992082220067221
187,0.8844684682990619
188,0.9999998195034493
189,0.9997137544495883
190,0.9947344406430004
191,0.9992082220067221
192,0.9980493300596364
193,0.0075573012136047465
194,0.0075573012136047465
195,0.9999739230488498
196,0.8902642945791841
197,0.9982821401247499
628,0.9994836945903296
805,0.9977063247273742
809,0.8274607811793521
816,0.9996235507410666
826,0.999962823876354
841,0.999839082188224
847,0.99861241298575
893,0.9999242349065629
951,0.9994982526487461
952,0.9996102238935949
953,0.9999795014707415
954,0.99994490209358
955,0.9891389377394383
956,0.9989014174720003
957,0.9986479105693624
958,0.9988245927522648
959,0.9998564351251095
960,0.9999413451302532
961,0.9971487397923768
962,0.9990835767723089
963,0.9998976454527633
964,0.9970003138195546
965,0.7294113419450375
966,0.9977381918339532
967,0.9986228047475065
968,0.984276715716712
969,0.9999565586802169
970,0.9986228047475065
971,0.9990399399793005
972,0.9978637950853183
973,0.9990399399793005
974,0.9996263152354166
975,0.999979137363153
976,0.9980763268974663
977,0.9998714309398185
978,0.994923658613925
979,0.9969727196935729
980,0.7758618427185533
981,0.9888907509564715
982,0.9997746647959186
983,0.9859628485716367
984,0.9888907509564715
985,0.9998848950580285
986,0.9991737830244962
987,0.994923658613925
988,0.9992928594961146
989,0.9855166657429948
990,0.9921831934736236
991,0.9996910727723571
992,0.9997746647959186
