ID,CAP
1,0.999964607041928
2,0.9981977208361472
3,0.9994334811287408
4,0.9996271248704018
5,0.9998829256811621
6,0.9994334811287408
7,0.960901787287883
8,0.9823279625214959
9,0.997354455651316
10,0.9946550558321217
11,0.9552597216373058
12,0.9999686268443757
13,0.9999052415501184
14,0.649297448026424
15,0.9970786198754404
16,0.8619527811974832
17,0.9999970779708882
18,0.9651706924356724
19,0.999957593130543
20,0.9990264569723286
21,0.878825856360854
22,0.9996271248704018
23,0.9985548995067285
24,0.9997546196925841
25,0.9802516253558786
26,0.999962427103279
27,0.9991230707620743
28,0.9888746978385534
29,0.9893175579631893
30,0.9982410746003577
31,0.9999239681493777
32,0.45683125957418325
33,0.6097760538803428
34,0.9998861621940845
35,0.3584586693826567
36,0.9992125701013475
37,0.960901787287883
38,0.9999769538548636
39,0.9998829256811621
40,0.9991894438732766
41,0.6044717325908489
42,0.9969620496868413
43,0.9639656555384547
44,0.9996966724245215
45,0.9999164399418873
46,0.9988733553454587
47,0.999980770114132
48,0.9996271248704018
49,0.9839479421456611
50,0.9977036207934101
51,0.6003092774387963
52,0.9999725430715625
53,0.9648103508147353
54,0.999961203374584
55,0.9999693035489144
56,0.9987438226331349
57,0.9999239681493777
58,0.9998739814798152
59,0.9998370186196134
60,0.9916406958524172
61,0.9818994963625458
62,0.9947353419220922
63,0.9989428856623497
64,0.9998478577006076
65,0.9999964627458116
66,0.9659814349283095
67,0.999986198754373
68,0.9992125701013475
69,0.9555380126470907
70,0.9995003488095487
71,0.9995328180336833
72,0.9997977895184694
73,0.9998499274561083
74,0.9999093738949499
75,0.9992824400945176
76,0.9992599748100944
77,0.9648103508147353
78,0.9999308822358598
79,0.9999776084250338
80,0.9998920195030027
81,0.9985415676939406
82,0.9183770322273507
83,0.9995798456643605
84,0.9998487121768892
85,0.9630471118375105
86,0.9957757749587568
87,0.8993559904069711
88,0.9981016885345697
89,0.9999999292835539
90,0.9966380211366097
91,0.9951891860107409
92,0.9972338071170682
93,0.9997559912683714
94,0.0028077325433165856
95,0.9745701669845975
96,0.9868686423260181
97,0.9999188054364818
98,0.9935992671318193
99,0.999977218115002
100,0.8919400181000829
101,0.9983660379847019
102,0.9985240580783644
103,0.8412584364292671
104,0.9843286923984249
105,0.015833592013166174
106,0.9993501960741518
107,0.9909152922033985
108,0.10589731418016644
109,0.9911322683218671
110,0.9925288513606675
111,0.8919400181000829
112,0.9985651720267475
113,0.9973943854832791
114,0.9427121369459225
115,0.5070015105695296
116,0.9988255818280132
117,0.015833592013166174
118,0.9993501960741518
119,0.9978703801906396
120,0.9999383989825673
121,0.06455446711271451
122,0.9996552398771437
123,0.9982714485780886
124,0.11058999122297963
125,0.7723556415093993
126,0.9909152922033985
127,0.6288307541735229
128,0.9993501960741518
129,0.9192940606609441
130,0.17994819830769
131,0.9909152922033985
132,0.7723556415093993
133,0.9947125540479551
134,0.9192940606609441
135,0.9909152922033985
136,0.9909152922033985
137,0.9995041617833034
138,0.9493530841560489
139,0.8919400181000829
140,0.9960987109415225
141,0.9996271248704018
142,0.9921135430201684
143,0.9909152922033985
144,0.8743944858955729
145,0.9846007731720207
146,0.9665220182840668
147,0.9996727537294073
148,0.999773572281823
149,0.9943560260359593
150,0.9978733235651016
151,0.9957429820555601
152,0.9761804276364326
153,0.9963131706439395
154,0.9943560260359593
155,0.9963131706439395
156,0.9998854911112195
157,0.9951333193545262
158,0.9716846856682383
159,0.929801685835397
160,0.9926134081672368
161,0.9303944329570378
162,0.9945291784325
163,0.9942468009541198
164,0.999836007218881
165,0.9999863725740192
166,0.9826247789259942
167,0.9567493257047299
168,0.9994985686939004
169,0.9939122230908934
170,0.9945291784325
171,0.8564496964067402
172,0.9952631441942161
173,0.9999867009545729
174,0.9985651720267475
175,0.9727303197485923
176,0.9909152922033985
177,0.9777138732175539
178,0.0006938752876326374
179,0.8919400181000829
180,0.9998425536104905
181,0.7723556415093993
182,0.8919400181000829
183,0.9943248575782632
184,0.9875556965841568
185,0.9945291784325
186,0.9665220182840668
187,0.15855654320394993
188,0.9998275652203094
189,0.99343431549685
190,0.9999863725740192
191,0.9665220182840668
192,0.9984318484276364
193,0.900802375493595
194,0.900802375493595
195,0.9680293518281851
196,0.043490736526454216
197,0.9986167938418985
198,0.9999870131562839
200,0.1921328999362819
202,0.9999168007168133
204,0.9999870131562839
206,0.9986633482791376
208,0.0621759526969041
212,0.9978157854794123
213,0.9999541818939851
215,0.9998211732472132
216,0.9999365543498361
217,0.10163737664135147
218,0.9977687712907567
219,0.9926974294484936
220,0.9966559362184055
221,0.029472957765174067
222,0.9956728275710733
224,0.9994455768763909
227,0.9477869133082271
228,0.9994683313630903
231,0.8397727170781238
232,0.9988021122015883
234,0.9929124228079793
235,0.9960517902869621
236,0.9690239057615992
238,0.9977687712907567
239,0.9480031776329927
240,0.9999995025372644
242,0.9985230603200155
243,0.9999146582805745
244,0.8192444123485144
245,0.9985230603200155
247,0.9968193968621302
251,0.8503528516958175
256,0.0005588637791938302
257,0.04140416169838396
258,0.9328310211965528
259,0.9663270311611067
262,0.9998215846833243
263,0.989823372659845
264,0.9954383722321862
266,0.9979054719342387
267,0.9973943854832791
270,3.1031022532513384e-06
271,0.9977657176745814
272,0.9968193968621302
278,0.9893255617515225
279,0.9999922360475001
280,0.9946731261347772
281,0.9986633482791376
287,0.996425458935853
289,0.9999959401423145
290,0.9999929777055052
296,0.9996591955507097
302,0.9988957207460077
307,0.9936642940563428
316,0.9999697355053601
319,0.999975548232517
320,0.9990144488728828
325,0.9889332336732084
333,0.9983330309118601
345,0.9994164931999929
352,0.995986756569562
356,0.9997557762833055
363,0.9991922647102465
380,0.9977060028393421
381,0.9994867099761123
388,0.9998501843572339
392,0.9688826903417417
398,0.9999885228846315
413,0.9999011617297631
422,0.9999011617297631
431,0.9959308094604228
455,0.9979775819893186
467,0.9998959723694972
483,0.10163737664135147
485,0.9999393812858486
488,0.9949522387917435
498,0.9999926356847875
503,0.9976482340611189
510,0.999674576307479
524,0.9979775819893186
543,0.9998937694635257
549,0.9935669804541987
554,3.1031022532513384e-06
559,0.9534964899620696
565,0.997509988484526
567,0.9977949462845075
576,0.9744379702956322
579,0.9990541493732145
588,0.9691666930225881
598,0.04218763031520632
599,0.9999956180847807
601,0.9998501843572339
603,0.9996955708379965
628,0.9999996511717637
631,0.9958532846230553
632,0.9987118468807628
633,0.9998344382124414
634,0.9996460654846993
635,0.6376581978207146
636,0.9999931235023766
637,0.9997917372049154
638,0.9989530424072179
639,0.025078828153156936
640,0.9876879622810895
641,0.0009118879203227754
642,0.9982165365547832
643,0.9985248395981836
644,0.9915050144336824
645,0.9985651720267475
646,0.9974511163421337
647,0.9999336408724523
648,0.9953799509796719
649,0.9994303065311073
650,0.9995592775642286
651,0.9983398154875777
652,0.9950801550116563
653,0.99995056002232
654,0.9973883427276611
655,0.629559762225592
656,0.9999885228846315
657,0.9974511163421337
658,0.9995592775642286
659,0.9926001660204754
660,0.9913527600915928
661,0.999995385236787
662,0.9985651720267475
663,0.9335469519221574
664,0.9999715664359019
665,0.9957670262094143
666,0.997996167917173
667,0.9688826903417417
668,0.9965787846758941
669,0.9989750850399967
670,0.9999847957683103
671,0.12026619030195186
672,0.9926890569847017
673,0.002731110417235635
674,0.9525489845817133
675,0.985673629618674
676,0.8065328197479373
677,0.999508840528546
678,0.9992914478476665
679,0.9973943854832791
680,0.9998949027954305
681,0.993755838855948
682,0.10479337880613011
683,0.9993819099990678
684,0.9844741383491551
685,0.890831934342797
686,0.9837633801352959
687,0.7666667141805944
688,0.7666667141805944
689,0.9844741383491551
692,0.7378913050219076
693,0.9994683313630903
694,0.08732907578537728
695,0.9973943854832791
696,0.9999372385653136
697,0.9874829893322247
698,0.9774390637355558
699,0.9977713812416406
