ID,OFLX
1,0.9974438985120939
2,0.9998599271115814
3,0.9999199161863174
4,0.9999972024781987
5,0.9999999828167517
6,0.9999199161863174
7,0.9999997593883422
8,0.9999824866325001
9,0.9997659593878307
10,0.955058453971252
11,0.9992055530172119
12,0.9999999776914981
13,0.9999999979720493
14,0.0006908809676569484
15,0.9999917747673308
16,0.9996681896314856
17,0.9999999999902129
18,0.9987389847311735
19,1.0
20,0.9999999999999825
21,0.9999998400100162
22,0.9999972024781987
23,0.640884834984669
24,0.9992346872234842
25,0.877506395068729
26,0.9999999999993885
27,0.9999999992930784
28,0.9916770877117512
29,0.999997666635697
30,0.9995400466644054
31,0.9999999643688885
32,2.0371183600757612e-06
33,5.901333214410734e-05
34,0.9999999981083798
35,0.9999951372184485
36,0.9999956007830455
37,0.9999997593883422
38,0.9999999999882769
39,0.9999999828167517
40,0.9999860256430155
41,0.9976223492692533
42,0.9999999993242279
43,0.016056741403937546
44,0.9999999999999998
45,0.9999997684759147
46,0.005236935525203359
47,0.9999999999832845
48,0.9999972024781987
49,0.00033159781905531694
50,0.9999999989738722
51,0.999999999999952
52,0.9999999996962787
53,0.9999999942740452
54,0.9999463528395015
55,0.9999999999999509
56,0.9999999993759421
57,0.9999999643688885
58,0.999999999611223
59,0.999902588666227
60,0.9999854177689698
61,0.9999946681700216
62,0.9984445015356008
63,0.9999999996037101
64,0.9999940961186701
65,0.9999999999998694
66,0.9958698144340599
67,0.9999581696568257
68,0.9999956007830455
69,1.1623014300717277e-07
70,0.9999999993643363
71,0.9999224057064677
72,0.9999956205898362
73,0.9999706073619709
74,0.999999899389269
75,0.9999744535595263
76,0.9999997913157774
77,0.9999999942740452
78,0.9999999994157989
79,0.9999996994191636
80,0.9999999697053181
81,0.999999774944744
82,0.9999999533991593
83,0.9999999999860809
84,0.9999999977515905
85,0.9999996242196538
86,0.9999117444888995
87,0.9999999999929581
88,0.999999999969851
89,0.9999999999998301
90,0.998987835258088
91,0.9804784068908515
92,0.9999498393911262
93,0.9998297675619292
94,0.00025927244771078496
95,0.7017108601420475
96,0.9900321704961106
97,0.9999998419759232
98,0.9999558145717043
99,0.9999999999464553
100,0.9950565324066291
101,0.9999999679682309
102,0.999999724625731
103,0.9685591242812386
104,0.00010097484400976518
105,0.0002176776618327156
106,0.9999950494340748
107,0.9999990847270488
108,0.9185273727464011
109,0.999996993588822
110,0.9999999908833049
111,0.9950565324066291
112,0.9999970723837854
113,0.9999999996380333
114,0.027776990812181566
115,0.00860966032782902
116,0.3362434977834801
117,0.0002176776618327156
118,0.9999950494340748
119,0.9999742808528154
120,0.9994947939424798
121,1.1973695223633745e-05
122,0.9999884499641105
123,0.9999999863916755
124,0.02250357658998828
125,0.0005184170767108928
